timestamp,time_text,time_in_seconds,author,message
1590865307085920,4:02:15,14535,Makwana Hardik,:stayhome::stayhome:
1590865308219291,4:02:16,14536,Erika Cardenas Villasante,@nasa
1590865308349291,4:02:16,14536,Agent 12,Yoooo go bob and doug
1590865308388828,4:02:16,14536,Debbie Ranta,I can remember the first shuttle what a great dream come true for all those that dream the dream
1590865307604447,4:02:16,14536,IB Freely,rock n roll rocketship
1590865307694913,4:02:16,14536,Gülan Bulut,gençler nerdesiniz
1590865308620601,4:02:16,14536,Pedro Barbosa,FAVELA VIVE
1590865308622444,4:02:16,14536,H D,in 20 mim
1590865308686849,4:02:16,14536,NEIVA BOGER BRAND,fala em
1590865308065073,4:02:16,14536,DJ RAFA 2010 CXS,:elbowcough::buffering:
1590865308135827,4:02:16,14536,Wil Maaskant,Oets gooooooo
1590865309141493,4:02:16,14536,Aleh,BOOOM
1590865309179795,4:02:16,14536,Blitz Master,Good Luck
1590865309198830,4:02:17,14537,Natalia Coronado Velasquez,viel Glück
1590865309489477,4:02:17,14537,Chris TDL,Welcome of Canada
1590865310186905,4:02:18,14538,Adjei John,history is about to be made
1590865310232533,4:02:18,14538,bee nonchalant,🙂 im so happy for them
1590865310320939,4:02:18,14538,Bigboy Steaminginthekitchen,Cool be safe
1590865310623963,4:02:18,14538,Fight Nite,Hallo
1590865310715090,4:02:18,14538,Hector Ricardus,Vai Cuba lançar?
1590865310859650,4:02:18,14538,Volkan izmir,Good luck 🚀
1590865310952680,4:02:18,14538,Ainemanzi Barungi,hello
1590865311156920,4:02:18,14538,Skiddmarx5000,🚀
1590865311231311,4:02:19,14539,Jose Roberto Pedroso Lopes,GOOOOOOOOOOOOOOOOOOOOOOOOOO!!!!
1590865311285269,4:02:19,14539,sanket raut,All the best from India🙂
1590865311480416,4:02:19,14539,Amir,:elbowcough:
1590865311506750,4:02:19,14539,Andreas Madsen,"21:30 in norway, denmark, sweden, germany, Poland, france, spain, Switzerland, italy,chezh, Slovakia, Hungary, Serbia, austria; Croatia +++"
1590865311605449,4:02:19,14539,Erik Roelandse,Hit ignite button!
1590865311935534,4:02:19,14539,Rogerio Barros,👏👏👏🚀🚀
1590865311940359,4:02:19,14539,bobnoxious1983,let's go
1590865311940610,4:02:19,14539,Cecilia Xu,😍😍
1590865312221311,4:02:21,14541,shihab kolathol,hi
1590865312434192,4:02:21,14541,Lucas vargas,NO ENTIENDO NADA PERO NASHEEEEEEEE
1590865312524455,4:02:21,14541,Marilyn Cheyne,Best of luck this time👍👍
1590865312808467,4:02:21,14541,Fatemeh Amani,it would be so exciting
1590865313181445,4:02:22,14542,Prettyboyfredo,Good luck 🦋
1590865313328807,4:02:22,14542,papa sora,野口さんお気を付けて👍👍👍
1590865313333270,4:02:22,14542,Zoe Edullantes,"OMG, WOW, NICE TO WITNESS A HISTORICAL EVENT!"
1590865313441187,4:02:22,14542,İsa Levent Yakıcı,türkler el kaldırsınnnnn
1590865313503842,4:02:22,14542,Rian Nugraha,#bocilkematian
1590865313507610,4:02:22,14542,EIBAR MIRANDA,hello people
1590865313717208,4:02:22,14542,Markus Krämer,:dothefive:
1590865313738074,4:02:22,14542,Catalina Petrache,drum bun
1590865313810695,4:02:22,14542,Capralowski,send that to korea
1590865314426950,4:02:23,14543,Milady Byron,pls take me with you next time
1590865314506058,4:02:23,14543,Neisy Alvarez,20 minutes
1590865314592488,4:02:23,14543,Alex Deaf,golf?
1590865314844054,4:02:23,14543,Ricardo Luz,simbora!!!
1590865315226975,4:02:24,14544,かのん蒲焼き,みなさんはどんなお気持ちで待たれているのですか？良ければ聞かせてください。 僕の友達は飛ぶ前に寝てしまいました。とても残念です。 できれば一緒に飛ぶところを見てみたいと思ったのですが… 僕も今からそこにいこうと考えてるのですが間に合わないでしょうか？間に合わないでしょうかNASAの人の意見が聞きたいです。
1590865315393779,4:02:24,14544,NateLeePhillips,"Honestly I'm glad they scrubbed on Wednesday, because I was at work at launch time and couldn't watch. Now, I have a day off and can watch the launch."
1590865315826368,4:02:24,14544,Benjamín Flaca,good luck
1590865315897290,4:02:24,14544,Henry Boy Outdoors,“Go For Launch Falcon9”. Cant wait for LIFT OFF
1590865316169220,4:02:25,14545,Baku Noxu,20 minutes!
1590865316281866,4:02:25,14545,Midya Rostami,😍😍😍😍😍😍😍
1590865316985374,4:02:26,14546,Aden Wilson,goodluck
1590865317254399,4:02:26,14546,Maker Efe,Aha türk gördüm 😀
1590865317508268,4:02:26,14546,ILYA,сейчас уедут
1590865317814185,4:02:27,14547,Rohit shaw,hii
1590865317832942,4:02:27,14547,Alberto Carballo,good luck
1590865317946217,4:02:27,14547,Harrison Reed,there be like two people watching it on the grass
1590865318088206,4:02:27,14547,лось пупырчатый,да ни хуа не долетит
1590865318469672,4:02:27,14547,najib el hadrati,GO DADS !!!
1590865318511777,4:02:27,14547,Astrobaldo,love you guys!
1590865318735769,4:02:28,14548,Keith,please do loop de loop over warren green
1590865318787104,4:02:28,14548,Gabriel CZ,vai la galeraaaa
1590865318788568,4:02:28,14548,Polar pelko,ПОЧЕМУ БАКЛАЖАН НЕ ЛЕТИТ?
1590865318860766,4:02:28,14548,Bakergirl03,let get this space bread!
1590865319309087,4:02:28,14548,Madmillionmad,good luck an
1590865319343231,4:02:28,14548,NeMo Zhid,это они в Казахстан или куда?
1590865319416223,4:02:28,14548,Andrey Kondratew,"Good Luck! As Gagarin said: ""Let's go""!"
1590865319594467,4:02:28,14548,popmacca,Will we see the 1st stage land back?
1590865319738404,4:02:29,14549,Diana Amarilla,Buena suerte!!🚀🤗
1590865319816818,4:02:29,14549,Cindy Anderson,good Lift-Off good flying!
1590865320070612,4:02:29,14549,Frank Forber,God speed
1590865320080475,4:02:29,14549,LeBoo's Leisure,I have a feeling it’s going to be cancelled at the last minute.... hope not
1590865320406873,4:02:29,14549,David Wuyts,go go astronauts!!
1590865320590642,4:02:29,14549,Lil uzi vert fan,I’m exited lol
1590865320762006,4:02:30,14550,Alden Phan,#hidden figures
1590865321216355,4:02:30,14550,Carye Dowell,JESUS hold them close!!!
1590865321309582,4:02:30,14550,Mike Velst,im in charge know
1590865321337011,4:02:30,14550,Fernando Villaseñor,want to travel to space
1590865321599133,4:02:30,14550,Yoram David Batoosam,Mauritius
1590865322393198,4:02:32,14552,J.M. White,Stream Epiphany
1590865322660418,4:02:32,14552,szxxx agent,I'm proud of nasa and all the world must be proud of nasa
1590865322937996,4:02:32,14552,John Moore,be safe
1590865322944884,4:02:32,14552,Mikaelle Leão,queria ser fluente 😔😔
1590865323333456,4:02:33,14553,Brackstone14,launch is at 8:22pm UK time
1590865323516909,4:02:33,14553,08_Aurennisa,:chillwcat:
1590865323753475,4:02:33,14553,Ksysha :0,САЛААААААМ
1590865323959466,4:02:33,14553,Zweega twitch Live,Cavolo
1590865324029542,4:02:33,14553,gaflores,😳
1590865324393460,4:02:34,14554,Jenny C,Bon voyage!!
1590865324495845,4:02:34,14554,Jackie Jarquin,God Bless you guys! good luck!!
1590865324863717,4:02:34,14554,Callum Boyle,GOOD LUCK FROM SHEFFIELD UK
1590865324878790,4:02:34,14554,Sherzod Xodjaev,Trump Say something what you think about Russia
1590865325181753,4:02:34,14554,Xiriut Alien-Angel,good luck
1590865325529867,4:02:35,14555,Eve'Moon,:sanitizer:
1590865325596695,4:02:35,14555,Andre mancillas,Goooood luck
1590865325604006,4:02:35,14555,Max M,elon for president
1590865325612270,4:02:35,14555,holapeto 79,I’m so excited
1590865325827117,4:02:35,14555,Ashley Carnine,My boy Gary
1590865326037804,4:02:35,14555,Border Colloc,SPACEX FOR THE WIN
1590865326322404,4:02:36,14556,Eddward21,"weather looks good, we are go"
1590865326786488,4:02:36,14556,LUIS ALEJANDRO SANCHEZ PEREZ,hora del lanzamiento?
1590865326821598,4:02:36,14556,Austin Booth,Don’t die please
1590865327007156,4:02:36,14556,Sumit Kurani,Love from India
1590865327083434,4:02:36,14556,Luis Ortiz,bless you Micheal
1590865327178655,4:02:36,14556,Larry Carmody CMD,🚀whawho we're off to see the Wizard at ISS🛸
1590865327221702,4:02:36,14556,Guylherme L,SALVE QUEBRADA
1590865327727274,4:02:37,14557,Graenolf,Cool! Good luck
1590865328345538,4:02:37,14557,chris spanjers,wow from holland
1590865328475725,4:02:37,14557,Ramiro Mamani,:yougotthis:
1590865329038399,4:02:38,14558,Fabricio Pinaya,wat?
1590865329047516,4:02:38,14558,Rajesh Kumar,"Best wishes from Chennai, India!"
1590865329080441,4:02:38,14558,John Silver,:elbowbump:
1590865329645242,4:02:39,14559,Leif N,nice sky
1590865330239016,4:02:39,14559,natalia murasheva,ROSCOSMOS
1590865330311581,4:02:39,14559,MIKE DURBAN,Hey NASA...SPACE X.....fly me to the moon and let me sing among the stars......
1590865330412055,4:02:39,14559,K S,#spacedads
1590865330432742,4:02:39,14559,Dan Around,Incredible. The future of my grand kids
1590865330618119,4:02:40,14560,Tuncer Gezbul,good luck
1590865330634798,4:02:40,14560,The Granny Bangerz,gg
1590865330692332,4:02:40,14560,Vasudatta,wishing you a good luck from our country India Jai Hind
1590865330713542,4:02:40,14560,Ehsan Ghadimi,خود ایلون ماسک کجاست الان؟
1590865330750280,4:02:40,14560,Clemencia Rodríguez,21 Minutes:elbowcough:
1590865330905257,4:02:40,14560,Gorazd L.,waitin for 4:20
1590865331019376,4:02:40,14560,karloz mizar,Good bless America
1590865331174506,4:02:40,14560,Stephen Siordia,hey
1590865331247687,4:02:40,14560,Marlon Brando,teettam
1590865331343000,4:02:40,14560,Çağıl,even the nasa building looks like the launch platform
1590865331821018,4:02:41,14561,meep god22,good luck!
1590865332631133,4:02:41,14561,German Trujano,can someone explain me why this launch is so important?
1590865332697073,4:02:41,14561,Gerald Apostol,GODSPEED FROM PHILIPPINES 🚀🚀
1590865332733493,4:02:41,14561,xXspartan117Xx1 4,yo
1590865332780712,4:02:41,14561,Chrissy Andrews,Good luck from Australia!
1590865332289702,4:02:41,14561,joaopftx,good luck!
1590865332381365,4:02:41,14561,leila saad,good luck👍👍👍
1590865332440466,4:02:41,14561,HARSH ARORA,go go go go go go go
1590865333084473,4:02:42,14562,Eleny,No entiendo nada pero si a mi bebe Joaquin Bondoni le gusta aquí me tienen ❤
1590865333231431,4:02:42,14562,Rezzzet So2,РИП'офцы здесь???!!!
1590865333271271,4:02:42,14562,Mario Luis Rojas,Hola
1590865333272834,4:02:42,14562,JuanO,:elbowcough::elbowcough::elbowcough:
1590865333582028,4:02:42,14562,ali gül,BEŞİKTAŞ
1590865333789062,4:02:42,14562,Stephane Mozziconacci,its amazing
1590865333827449,4:02:42,14562,Joseph Richardson,hi NASA
1590865333833585,4:02:42,14562,LaoFuZi 1971,wil they play Blitzkrieg Bop from the Ramone at launch
1590865333868172,4:02:42,14562,em szk,djjdjdjdjjjdjdjjdjjjjdjdjdjjjdjdjdjdjdjdjdjdjsjdjdjsjdjdjdjjdjdjdjdjdjdjdjdjdjjjdjdjdjdjdjjjdjdjdjdjdjjdjdjdjjdjj
1590865333920755,4:02:42,14562,GLORIA ESPERANZA BERNAL GARZÓN,en 21 minutos despegará 😱
1590865333924086,4:02:42,14562,MegaRoutier,good luck guys!
1590865333984444,4:02:42,14562,Dan Henry,"aliens,"
1590865334069500,4:02:43,14563,M Millot,GO MAM GO!!!!
1590865334623531,4:02:43,14563,henri62abril,go Falcão
1590865334689656,4:02:43,14563,Денис Барбашов,go to the stars 😉
1590865334893825,4:02:43,14563,Bajol Bb,i or indonesia suport nasa😙
1590865335337911,4:02:44,14564,Maurice Darby,heart medicine. Nephron pharmaceuticals Dr Harry George Darby NASA flight Center
1590865335428075,4:02:44,14564,Giulia Colus,credo in te signorrrreeeeeeee
1590865335503954,4:02:44,14564,해팔해팔,:goodvibes:
1590865335623971,4:02:44,14564,Tom Statham,@mika bauk
1590865336027660,4:02:45,14565,ben,POWODZENIA
1590865336307192,4:02:45,14565,SuperStardart,good luck from Germany
1590865336374275,4:02:45,14565,Dario Ajlin,God Bless you! kisses from Argentina!
1590865336377078,4:02:45,14565,Nino Tatrishvili,WHEN?
1590865336382393,4:02:45,14565,Kemecsei Zoltán,itt vagyok hungary
1590865336514933,4:02:45,14565,Bruce Routzahn,Good luck
1590865336633040,4:02:46,14566,Herdian Azlin,molok jam piro
1590865336768414,4:02:46,14566,Oof Its Me,​T- 00 : 21 : 00
1590865337021030,4:02:46,14566,Prince Lancelote,"илан маск, ты тут?"
1590865337046244,4:02:46,14566,WarBunny,Farewell Crew Dragon Falcon
1590865337101916,4:02:46,14566,ece uygur,türkler barış ozcan
1590865337557530,4:02:47,14567,I S,Good luck
1590865337872962,4:02:47,14567,Hilton Gysman,God Speed
1590865338008418,4:02:47,14567,ааа 000,Hi from Kazakhstan
1590865338014990,4:02:47,14567,Florens Fiet,May god bless you
1590865338030399,4:02:47,14567,stellarbagle,Wowie
1590865338156590,4:02:47,14567,Harish Garg,so close!!
1590865338260131,4:02:47,14567,Marcos,UFO PLEASE?!🛸🙈👽
1590865338417888,4:02:47,14567,Roly Poma,hola
1590865339128245,4:02:48,14568,Yony Byalsky,אפק האפס
1590865339448389,4:02:48,14568,Kir Dav,"Покажите самого Маска, где он?"
1590865339800206,4:02:49,14569,briar rose,N⭐A⭐S⭐A🚀
1590865339831396,4:02:49,14569,tudorik cipriana,ZIZI WISH YOU LUCK
1590865340040481,4:02:49,14569,Scott Wade,👽🤢✌
1590865340071928,4:02:49,14569,KAUE_MALOKA,BRAZIL!!!!!
1590865340297995,4:02:49,14569,Ally Belle Fields,Hello from Tallahassee !!!!
1590865340358294,4:02:49,14569,Mufaya,nasa building be like kerbal space program
1590865340467005,4:02:49,14569,ciastko,u
1590865343295689,4:02:52,14572,Scott Cavanaugh,I YOU SAID THEY LAUNCH AT 2:00!
1590865343407317,4:02:52,14572,soup man,goodluck
1590865343452217,4:02:52,14572,Rachel Williams,i think that they r good ppl and there familys are proud
1590865344300452,4:02:53,14573,Cyril Adamóvič,АУЕ ПАЦАНЫ
1590865344363314,4:02:53,14573,Soy Mija,hola
1590865344675474,4:02:53,14573,LR C,lets funckin go
1590865344876130,4:02:53,14573,Jorge Mejia,Have a good trip Robert Behnken and Douglas Hurley and God bless you.
1590865345010217,4:02:53,14573,Voiture Du Pays,La bretagne > all
1590865345486553,4:02:54,14574,Juan Pablo G Murillo Garcia,hola
1590865345493636,4:02:54,14574,Marina Marina,goodluck
1590865345493779,4:02:54,14574,Lisa Kober,Got it
1590865345814061,4:02:54,14574,Pierre Guzman,God Speed - from UTAH USA #launchamerica
1590865345964366,4:02:54,14574,elvira big t,doug ?
1590865346291271,4:02:55,14575,Aigerim Malikova,go
1590865346397364,4:02:55,14575,Ismaila Adebayo,go go go crew
1590865346411291,4:02:55,14575,Hakeem Joseph,Let go
1590865346712199,4:02:55,14575,PAN CRACIO,wat
1590865347015084,4:02:56,14576,Sergio Sanchez,👍
1590865347374673,4:02:57,14577,Naomi Laura Macioc,👍😊😊
1590865347431210,4:02:57,14577,HAYDİ ÇÖZELİM,SELAMETLE GİDİN GARDAJ
1590865347435291,4:02:57,14577,Sudden Ace,yeet
1590865347591400,4:02:57,14577,karla Silva,Brasil
1590865347614239,4:02:57,14577,cristian LPM,hola
1590865347620656,4:02:57,14577,Realistics,HUGHSTON WE HAVE A PROMBLEM
1590865347724708,4:02:57,14577,Andrea A,Best of luck from the UK....God speed 🚀
1590865347745912,4:02:57,14577,Oliver Nguyen,Good luck
1590865348122382,4:02:57,14577,Beauty Das,"Best of luck. God is with you, good people"
1590865348262799,4:02:58,14578,Joao Afonso,Portugal
1590865348573005,4:02:58,14578,Чо,Гагагашга
1590865348634526,4:02:58,14578,NoteSalad,My mind explodes when I think of space
1590865348848516,4:02:58,14578,Jan Odendaal,"That 5 monitor set ups , I love it"
1590865349001063,4:02:58,14578,Îlter Paydur,hi
1590865349124711,4:02:58,14578,Оксана Мартінс,UKRAINE HERE!!!
1590865349178514,4:02:58,14578,Jorge Luis Padilla De la Ossa,tatannnnnn
1590865349224581,4:02:58,14578,Martha Stave,✨💫🌎🌌🚀💝🎉😘
1590865349320888,4:02:59,14579,Vladimir Kaliuk,good luck
1590865349382517,4:02:59,14579,Magda Claeys,🙋‍♂️🙋‍♂️🙋‍♂️
1590865349664428,4:02:59,14579,Moises Soriano,T - 20 !!! why isn't the time always displayed!!!??
1590865349705170,4:02:59,14579,Patrycja Mucha,oby się udało!
1590865349913063,4:02:59,14579,Gabriel Reyes,What pippin
1590865349951450,4:02:59,14579,skitzo chik,FROM LAS VEGAS NEVADA WISHING THEM ALL THE BEST. GODSPEED!!
1590865350018649,4:02:59,14579,Maite Pazmino,JUSTICE FOR GEORGE FLOYS
1590865350050819,4:02:59,14579,DÁVID PUSKÁS,GOOD LUCK👍
1590865350213791,4:02:59,14579,lucas will3,20 mins let's goooooooo
1590865350269092,4:03:00,14580,Northbear 530,is this real:elbowcough::sanitizer:
1590865350463279,4:03:00,14580,D P,Go Humans!
1590865350562573,4:03:00,14580,Kiko Sanchez,aceleralo a fondo!!!
1590865350614676,4:03:00,14580,Вячеслав Прутян,Мы с Ниной сварили вареники
1590865350646701,4:03:00,14580,Antonio Zuniga,good luck guys!
1590865353238723,4:03:02,14582,Rock fox,🐲🐲🐲🐲:elbowcough:
1590865353673701,4:03:02,14582,Automorph,"Good luck from Wokingham, UK"
1590865353834966,4:03:03,14583,Angry Groceries,what minecraft shader pack is this?
1590865354194231,4:03:03,14583,Danmgc,Hi i worked in nasa
1590865354385809,4:03:03,14583,Karl McKeown,cant wait !!!
1590865354523193,4:03:03,14583,sKy Stark,l'espace🤤🤤🤤🤤🤤
1590865354716099,4:03:03,14583,Felix,DO IT NOW!!!
1590865354849739,4:03:04,14584,Alzuu1,:elbowcough:
1590865354898242,4:03:04,14584,Psyq,АУЕ
1590865354961521,4:03:04,14584,ItzSenzu,good luck from Sheffield UK!
1590865355234385,4:03:04,14584,Buy Now,great time.❤
1590865355298062,4:03:04,14584,Jellybelly Jellybelly,Good Luck from Ireland 🍀🍀🍀☘️☘️☘️♥️♥️♥️
1590865355791994,4:03:05,14585,Massimliano Agnelli,"Ciao Vasco, ci sei?"
1590865355832498,4:03:05,14585,javier esparza,20 minutos
1590865355907632,4:03:05,14585,Tayloe Triplets,I hope it won't get hit by lightning
1590865356117983,4:03:05,14585,marsplaysgames,YESS! Good luck from Australia I only wish you both a safe journey. I'm so excited and pumped to watch the launch. Rooting for you guys👍👍.
1590865356549887,4:03:05,14585,Danielle,WE STILL GOOD BOIS!!!!!!!!!!
1590865356969480,4:03:05,14585,Kelsey Owens,Godpseed
1590865356924242,4:03:06,14586,Creator,Hello 🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀
1590865356932736,4:03:06,14586,WillZeroOne,How many time remaining?
1590865357216820,4:03:06,14586,Chaitanya Atre,good luck 😍
1590865357270208,4:03:06,14586,Jan Helan,good luck!
1590865357380224,4:03:06,14586,mona kh,good luck😍😍😍
1590865357821996,4:03:06,14586,Бог с Нами,Good Luck From Russia
1590865357830099,4:03:06,14586,Izra Akbar,mamtap
1590865357988680,4:03:06,14586,Julie Joyce,BON CHANCE
1590865358133992,4:03:07,14587,Chuck Ma,"Iron man, elon musk"
1590865358157850,4:03:07,14587,jose luis salazar peña,good luck from Mexico
1590865358430320,4:03:07,14587,Teo Aoun,good luck
1590865358771350,4:03:07,14587,Rex craft,:yt:
1590865358843036,4:03:07,14587,Wizardry Wolf Art,gary looks like someone from a kids show
1590865359004693,4:03:07,14587,David BCaro,ya se lanzó ?
1590865359548134,4:03:08,14588,Marufa Bhuiyan,Alohaaaaa
1590865359576896,4:03:08,14588,Sr. frethi,JESUS ESTÁ VOLTANDO!
1590865359580544,4:03:08,14588,Juan Sebastian,OMG
1590865359840277,4:03:08,14588,Shantha kumar,good luck
1590865359970775,4:03:08,14588,Maarkito,@NASA How long is the difference in time between the real launch and the live?
1590865360366492,4:03:09,14589,Irma Cabrera,en cuanto lo lansan
1590865361139810,4:03:10,14590,Henry Marin,hi
1590865361407890,4:03:10,14590,Harriett Hall,Good luck
1590865361510616,4:03:10,14590,yosoyjuanes,holi
1590865361544949,4:03:10,14590,AERI ju,what time it started
1590865361894115,4:03:11,14591,Jaci,BRAZIL
1590865362013352,4:03:11,14591,Ilya Djuraev,Удачи Вам ребята
1590865362021486,4:03:11,14591,Invicta,13 minutes
1590865362064953,4:03:11,14591,Helisa Kahanni,Brazillll <333
1590865362300405,4:03:11,14591,kozisek skarpeta,JD
1590865362606641,4:03:12,14592,V A,Hi Paul
1590865362644596,4:03:12,14592,SEASIKthaGRIM Odiethree,NU DIE! <3 stay safe! Good luck....!
1590865362965302,4:03:12,14592,About Everything,good luck
1590865363062639,4:03:12,14592,realexperienc,good luck 👍
1590865363195937,4:03:12,14592,レリcσσkıє cнαηஜ,space:goodvibes:aaa genti se vcs ver o senhor lunas de rick and morty trazem ele pra terra😂
1590865363259372,4:03:12,14592,Alex geiselmann,To the Moon
1590865363266964,4:03:12,14592,Mery Oscco Rivas,viva peruuuuuuuuuuuuuuuuuuuuu
1590865363536670,4:03:12,14592,Corgi Gaming,ISS
1590865363541517,4:03:12,14592,Haydn Glyn Morris,Best wishes on this recent historic space launch including astronauts
1590865363693175,4:03:13,14593,Sadiq Asmal,Boom
1590865364039877,4:03:13,14593,How to ideas,good luck!
1590865364075392,4:03:13,14593,Emre Pınar,good luck
1590865364264012,4:03:13,14593,The Larks,Good luck!
1590865364283319,4:03:13,14593,Julieta Fantini,hiiii
1590865364297976,4:03:13,14593,Brian Farley,YEAH!!!
1590865364472071,4:03:13,14593,On Academy,GOOD LUCK
1590865364744434,4:03:14,14594,Ursiri,this livestream is about 30 seconds late compared to the spacex livestream
1590865364803489,4:03:14,14594,C.,Good luck!!
1590865364929948,4:03:14,14594,Anne,ya se lanzo???
1590865365091927,4:03:14,14594,Karmen Alvarez,hola desde el psis vasco
1590865365245026,4:03:15,14595,simmy w,Here we go 10 in a row ☘☘☘☘☘☘☘☘☘☘☘☘☘☘☘☘☘☘☘☘☘☘☘
1590865365280938,4:03:15,14595,Edita Puskunigytė,💪♥️
1590865365349676,4:03:15,14595,Bruh Moment,Bruh moment
1590865365365177,4:03:15,14595,AN studio,good journey
1590865365417704,4:03:15,14595,Petra písecká,godluck
1590865365496730,4:03:15,14595,•Peppers •,:buffering:
1590865365680378,4:03:15,14595,Dávid Rahimi,Hello from Hungary
1590865365910631,4:03:16,14596,jay law,LETS GO LETS GOOO!
1590865366004106,4:03:16,14596,Connor Stuart,WHOS EXCITED
1590865366274638,4:03:16,14596,Sandra Galvan,Weather looks good.. Wanna start countdown!! Hi from Peru!! 😊
1590865366457394,4:03:16,14596,kaizenNakamoto,@NASA how long is the trip
1590865366493417,4:03:16,14596,Emily,GOOD LUCK AND STAY SAFE OUT THERE BOB AND DUGG
1590865366763885,4:03:16,14596,sidharth Dhutti,good luck
1590865366863375,4:03:16,14596,Ariv Ramlal,Good luck 🍀
1590865366873084,4:03:17,14597,Anna Maria Zaluska,good luck
1590865366905857,4:03:17,14597,Seán Gilligan,best of luck;
1590865366922136,4:03:17,14597,Michael Mahima,good luck
1590865367066857,4:03:17,14597,Floppy Waffle,Launch
1590865367186304,4:03:17,14597,Rhiii X,Good luck
1590865367545423,4:03:17,14597,alec cap,good luck and God speed
1590865367547332,4:03:17,14597,Mischaq _PL,good luck NASA :thanksdoc: kc was
1590865367818398,4:03:17,14597,Khristian D'Agostino,Tranqui fratellì doveva annà così
1590865368656375,4:03:18,14598,Joni Turunen,TC#1
1590865368707273,4:03:18,14598,Caonabo Rosario,Good Luck:washhands:GL
1590865368738366,4:03:18,14598,Jan Van Deventer,sturen jullie een kaartje?
1590865368914234,4:03:19,14599,Caleb Bell,can't
1590865368954032,4:03:19,14599,Anoop .S,Good Luck!!!!!
1590865369442816,4:03:19,14599,大宮卓,GO!!
1590865369517917,4:03:19,14599,Vidhya Jaiswal,Good luck.. 👍👍👍🙂🙂
1590865369606035,4:03:19,14599,darrell sivik,ALMOST 1 MILLION PEOPLE ARE WATCHING!!!
1590865370323617,4:03:20,14600,Lexsir Vector,good luck NASA
1590865370514332,4:03:20,14600,Koney 1505,good luck
1590865371416664,4:03:20,14600,liyakhat Ali Ali,👍
1590865371436694,4:03:20,14600,Thomas Cintron,Let’s Gooo!!! From Brevard County!!
1590865371626573,4:03:20,14600,hockoner24,ovni
1590865371650336,4:03:20,14600,New Direction,lets roll
1590865371819156,4:03:21,14601,Tjr beast 743,:yougotthis:
1590865371929112,4:03:21,14601,Паша Банан,ВСЕМ МОИМ БРАТЬЯМ САЛАМ !!!!!!
1590865371052037,4:03:21,14601,Hezekiah Ajomewo,good luck.👍
1590865371970705,4:03:21,14601,Lucas O'Connell,The O' Connell's from South Africa:thanksdoc:
1590865371128602,4:03:21,14601,Laura Marcela Villamizar Basto,BTS TUS PATRONES
1590865372066707,4:03:21,14601,Watersheep Council of Beetroots,good luck 💪🏼
1590865371183025,4:03:21,14601,Arjunek,I hope you do good.
1590865372913902,4:03:22,14602,Dark,Brasil >>
1590865373316667,4:03:22,14602,Raptors DC,NO LO HAGAS GOKUUUUU
1590865373390859,4:03:22,14602,Artic Berry,Good luck from italy <3
1590865373626737,4:03:22,14602,Lucy burns,can't wait to see it happening
1590865373679327,4:03:22,14602,Furkan şaşmaz,i turkish
1590865374122653,4:03:23,14603,Yenlys Betancourt,falta poco
1590865374125675,4:03:23,14603,Briant Aviles,Good luck 🔥🙏🏻✌🏻
1590865374161237,4:03:23,14603,Beatriz Verissímo,wait are they going to launch? is the weather okay?
1590865374462960,4:03:23,14603,한동빈,Lets Go~!!
1590865374473353,4:03:23,14603,Snoozer 死,terun
1590865374878899,4:03:24,14604,Abbadon2012,Salut Octave
1590865374936062,4:03:24,14604,Diego Freitas,flat earth
1590865375012565,4:03:24,14604,Ktykcr,her konuda gerideyiz
1590865375215248,4:03:24,14604,ahmet yıldız,caz yapma
1590865375223711,4:03:24,14604,Rafael Ángel Casalins Hernández,Buena suerte papá de Senku.
1590865375543525,4:03:25,14605,Dslayer3rd,GOOD LUCK BOYS
1590865375575312,4:03:25,14605,Gustavo Adolfo Castillo Marín,good luck 🚀
1590865376060669,4:03:26,14606,Максим Вершини,ВАРПАЧ Я ЗНАЮ ТЫ ТУТ
1590865376391848,4:03:26,14606,Rahul Pillalamarri,LETS GO BOB AND DOUG!!!!!
1590865376690216,4:03:26,14606,Luis Fernando,Palmeiras não tem mundial
1590865376922702,4:03:27,14607,Spy,DO NOT 3XPLODE ROCKET
1590865377008939,4:03:27,14607,E Mi,take me with you!
1590865377020044,4:03:27,14607,Nasrettin KARTAL,Turkey
1590865377042794,4:03:27,14607,Brian Gilman,"Bless this launch, May the mission be a success."
1590865377402618,4:03:27,14607,Vacoot _ Gamers,good
1590865377423709,4:03:27,14607,Yhul RL,:stayhome:
1590865377452043,4:03:27,14607,FLAMEY2000,good luck! 😀
1590865377628314,4:03:27,14607,Mark Anthony Arce,god bless america:washhands::washhands::washhands:
1590865377902213,4:03:28,14608,Ucsus68,go to the moon!!
1590865378340532,4:03:28,14608,Qmanski Prive,good luck!!!!!!
1590865378372237,4:03:28,14608,kayyyp,Good luck!!!!
1590865378849432,4:03:28,14608,عمر الراوي,go
1590865379073170,4:03:29,14609,אמיל מלכה,good lak
1590865379085423,4:03:29,14609,Momo,Best of luck to the astronaut and operations crew!
1590865379603242,4:03:29,14609,Aliyah Roberts,"AHHH , HAVE FUNNN !! HOW LONG ARE THEY STAYING ??"
1590865379808362,4:03:29,14609,Milagros Cantaro,♥️♥️♥️♥️😍😍😍🙌🏻
1590865379976530,4:03:30,14610,AtchisonPlaysGames,nice
1590865380098627,4:03:30,14610,The GamerTC,hola no entendí nd
