author,author_id,badges,message,time_in_seconds,time_text,timestamp,video_offset_time_msec
pleeo,UCkMO4zGw5Fi68wYGYti44uQ,,Pog,39,0:39,1597516960419108,39101
Joseph Dean,UClILtFtgwOQvmNe8GMak4_A,,Dab,39,0:39,1597516960489782,39172
Sandur,UCv3Uf6HGmHgXj78B17lxpUA,,POG,39,0:39,1597516960630788,39313
Dexterity,UCDplKgsEM1nuP5_1_-MUxVg,,pog champ,39,0:39,1597516960745844,39428
Mr. Doot,UCh236e9kRrWFqE1r_oAz0nw,,THECHNO POG,39,0:39,1597516960991216,39673
Kouros JAVAHERI,UC8pOpk1Q7rZIE-kWCSsRYDA,,TECHNOOOOOO,39,0:39,1597516961058219,39740
XENO_XIN,UCxgZAhoIXgIntSX7T_K748A,,he have spoken,39,0:39,1597516961103209,39785
Caitlyn Kaye,UCHS3keurbRBXiW6mX2-oRfw,,POGGERS,39,0:39,1597516961142025,39824
Ellody Carson,UCHoeCqWVCUhTWyhex5QFFwQ,,HELOOO,39,0:39,1597516961265782,39948
PuppyGirl0918,UCbkyWJPzjN6g4g63zgfS2Iw,,YEAAAA,39,0:39,1597516961293194,39975
Avy,UCk6AR8ftvaW1NF4lFs0SGUg,,hello,40,0:40,1597516961362405,40031
aqualeon_,UCL8xG5KA3Eza2WPZVuInvhQ,,GODSPEED TECHNO,40,0:40,1597516961544489,40213
Ninjapilot10,UCmWTP1FZiwvUydri4spxHXQ,,AYYYYYYYYY,40,0:40,1597516961581530,40250
KeytonoX,UCrI5FljNaJQ5fiIqGFpJT5Q,,We win these????,40,0:40,1597516961606010,40275
zimmyo,UCfsRcrmspQgEuhkjarFcEWQ,,wooo!,40,0:40,1597516961820388,40489
Moved to the channel in my about page,UCG0ThursH4oSjbbxPYNKY9g,,POG,40,0:40,1597516961854506,40523
james halliday,UCU2DzH3kg2FmZN-Vcx0DNQw,,Hi,40,0:40,1597516962093304,40762
Wendigo - Tales,UCtJSHIewgiTD33OtUuT7OLQ,,"oh shot u scared me, i was tab off--",40,0:40,1597516962312555,40981
Christian Salides,UCwd_5Pp4IpSsby88yqSVcXw,,OMG TECHNOBLADE,41,0:41,1597516962410054,41079
Blazegaming,UCqQrI5nRg5szu-R1HYb0oTg,,too good,41,0:41,1597516962478402,41147
Minecraft Person,UCL5HKjbzRvXrkI8vNdkS7hA,,HEYY,41,0:41,1597516962478925,41148
GodBlue,UCVlf6jKJk4Hjp-_5vr7OnEQ,,techNo,41,0:41,1597516962507286,41176
Your friendly Neighbor Dan,UCRDbcFEhjjc4oZs9XTYr-Xg,,LATE,41,0:41,1597516962558796,41227
Mushui Zhu,UCMvVBswt7yM4R18FJ9GeYFg,,too,41,0:41,1597516962571562,41240
johanna,UCgHIzD-OK0fgg5txhOiLqYw,,OMG,41,0:41,1597516962776380,41445
Garrett West,UC51vjtsJUBt81l_TWPLSuXQ,,"wait, this is illeagal",41,0:41,1597516962826092,41495
_ xProjek,UChuSzE-vx6poJ-C6G8E9-6A,,What’s up,41,0:41,1597516963025441,41694
b word bro,UCvv_HX6zHhWnddNmL3gWK_w,,omg tachnoblade,41,0:41,1597516963026105,41695
The Fish Man,UCniZr6jRWcwheVOmn2YPgTg,,TECHNOPOG,41,0:41,1597516963031583,41700
PongoPower,UChRecY97589V5WhDnSSmpNw,,POG,41,0:41,1597516963252266,41921
Logan Cole,UCm7gpkSTx0R4cgbPjK3Hy7w,,oh yeah,42,0:42,1597516963586336,42267
Crocogile,UCelOSTMrhLIJ000NdOPFpTg,,Hi,42,0:42,1597516963637268,42318
Wengineer Kim Productions,UC4lavrSRJaE-SaH8a0M5x5Q,,Hi,42,0:42,1597516963646653,42328
Chedder 69,UCtmIs7q1_GhbfMc8UclnC7g,,❤TECHNO SUPPORT❤,42,0:42,1597516963830700,42512
Edgar,UCAyjmYFjPt1-3HSPR_SeGVg,,techno support,42,0:42,1597516963914144,42595
Cobra,UCEyhDWAPhAqfgn6QzFwEypw,,late,42,0:42,1597516964075927,42757
Meklari,UCXNAVHS7PWrrzy8vy03xvgw,,hi,42,0:42,1597516964151213,42832
Techno Support,UCFNP4bU6ut8PSnHexyahHSA,,Reeeee,42,0:42,1597516964153736,42835
TomatoManPan YT,UCJGPNyh8iETGtMqREtjofUQ,,TECHNOSWAG,42,0:42,1597516964167340,42848
Temp Furion007,UCTiVEMKRgs5LBlB8CSq8hNg,,hi YT,42,0:42,1597516964277073,42958
Annie Roonie,UChqWhD_kyFJDGKJ2tyV-_yQ,,❤️ TECHNO AND DREAM SUPPORT 💚,43,0:43,1597516964497182,43178
Tarzan 666,UCMRughKFc-rXiQjbLLlpZxw,,techno support,43,0:43,1597516964643959,43325
Pro Gamer Moves,UCOEcWjdCPrYaUZ8lm7mIL2g,,We win thesee,43,0:43,1597516964662688,43344
