author,time_in_seconds,time_text,timestamp,author_id,amount,message,ticker_duration,video_offset_time_msec,header_color,body_color
Thracker Zod,49,0:49,1600376476438605,UCAP_N3wMa-bdESljvNjXIOw,$10.00,a,,49629,"{'rgba': [255, 179, 0, 255], 'hex': '#ffb300ff'}","{'rgba': [255, 202, 40, 255], 'hex': '#ffca28ff'}"
Thracker Zod,49,0:49,1600376476438605,UCAP_N3wMa-bdESljvNjXIOw,$10.00,a,300,49629,"{'rgba': [255, 179, 0, 255], 'hex': '#ffb300ff'}","{'rgba': [255, 202, 40, 255], 'hex': '#ffca28ff'}"
Jason V,51,0:51,1600376478023171,UCoh97wyQ6CS_-y4r8WGdM2w,$5.00,"Shaaaarkkkkk, SHRIMP MODE ACTIVATED",,51259,"{'rgba': [0, 191, 165, 255], 'hex': '#00bfa5ff'}","{'rgba': [29, 233, 182, 255], 'hex': '#1de9b6ff'}"
Jason V,51,0:51,1600376478023171,UCoh97wyQ6CS_-y4r8WGdM2w,$5.00,"Shaaaarkkkkk, SHRIMP MODE ACTIVATED",120,51259,"{'rgba': [0, 191, 165, 255], 'hex': '#00bfa5ff'}","{'rgba': [29, 233, 182, 255], 'hex': '#1de9b6ff'}"
Sarah Perkins,55,0:55,1600376482229083,UCl1LmHVaOJHEmqmeIPstTTg,$5.00,Shrimp time,,55414,"{'rgba': [0, 191, 165, 255], 'hex': '#00bfa5ff'}","{'rgba': [29, 233, 182, 255], 'hex': '#1de9b6ff'}"
Sarah Perkins,55,0:55,1600376482229083,UCl1LmHVaOJHEmqmeIPstTTg,$5.00,Shrimp time,120,55414,"{'rgba': [0, 191, 165, 255], 'hex': '#00bfa5ff'}","{'rgba': [29, 233, 182, 255], 'hex': '#1de9b6ff'}"
Techmarine Martelus,57,0:57,1600376484268373,UCmPMbgJjp1W-sa9WIr4ML-g,£4.99,Thank you for city pop shark,,57490,"{'rgba': [0, 191, 165, 255], 'hex': '#00bfa5ff'}","{'rgba': [29, 233, 182, 255], 'hex': '#1de9b6ff'}"
Techmarine Martelus,57,0:57,1600376484268373,UCmPMbgJjp1W-sa9WIr4ML-g,£4.99,Thank you for city pop shark,120,57490,"{'rgba': [0, 191, 165, 255], 'hex': '#00bfa5ff'}","{'rgba': [29, 233, 182, 255], 'hex': '#1de9b6ff'}"
Shoebill-Gaming,58,0:58,1600376529523470,UChgyuBbP-kBFPPYYqPRdD6w,$1.00,,,58713,"{'rgba': [21, 101, 192, 255], 'hex': '#1565c0ff'}","{'rgba': [30, 136, 229, 255], 'hex': '#1e88e5ff'}"
phichuu,59,0:59,1600376499020589,UCg1gUNU2zP3vt5DGbeppTKA,PHP 50.00,a,,59703,"{'rgba': [0, 184, 212, 255], 'hex': '#00b8d4ff'}","{'rgba': [0, 229, 255, 255], 'hex': '#00e5ffff'}"
八雲よみ /Yakumo Yomi,61,1:01,1600376488596812,UCcDuaxx_Lcdh2qnyaOAOLFQ,$5.00,Chumbuddies for life,,61723,"{'rgba': [0, 191, 165, 255], 'hex': '#00bfa5ff'}","{'rgba': [29, 233, 182, 255], 'hex': '#1de9b6ff'}"
八雲よみ /Yakumo Yomi,61,1:01,1600376488596812,UCcDuaxx_Lcdh2qnyaOAOLFQ,$5.00,Chumbuddies for life,120,61723,"{'rgba': [0, 191, 165, 255], 'hex': '#00bfa5ff'}","{'rgba': [29, 233, 182, 255], 'hex': '#1de9b6ff'}"
aptspire,62,1:02,1600376498799742,UCyyzCA8JwNBGmIS5mHuiI0g,CA$10.00,The Seas will run RAINBOW!!!,,62719,"{'rgba': [255, 179, 0, 255], 'hex': '#ffb300ff'}","{'rgba': [255, 202, 40, 255], 'hex': '#ffca28ff'}"
aptspire,62,1:02,1600376498799742,UCyyzCA8JwNBGmIS5mHuiI0g,CA$10.00,The Seas will run RAINBOW!!!,300,62719,"{'rgba': [255, 179, 0, 255], 'hex': '#ffb300ff'}","{'rgba': [255, 202, 40, 255], 'hex': '#ffca28ff'}"
Amarrez,66,1:06,1600376548106240,UCFjJUa0iQvfc3nUbJ1I2YAA,NZ$2.00,a,,66894,"{'rgba': [0, 184, 212, 255], 'hex': '#00b8d4ff'}","{'rgba': [0, 229, 255, 255], 'hex': '#00e5ffff'}"
Takodachi404,69,1:09,1600376532019857,UCvA-hXRBQJdKTGBnKwlS_nw,$50.00,"Congrats on your monetization and over 300k subs🎉🎉🎉 l love watching your streams, they are fun and relaxing, and your singing is beautiful. I can't wait for your next karaoke stream and also ……………… a",,69146,"{'rgba': [194, 24, 91, 255], 'hex': '#c2185bff'}","{'rgba': [233, 30, 99, 255], 'hex': '#e91e63ff'}"
Takodachi404,69,1:09,1600376532019857,UCvA-hXRBQJdKTGBnKwlS_nw,$50.00,"Congrats on your monetization and over 300k subs🎉🎉🎉 l love watching your streams, they are fun and relaxing, and your singing is beautiful. I can't wait for your next karaoke stream and also ……………… a",1800,69146,"{'rgba': [194, 24, 91, 255], 'hex': '#c2185bff'}","{'rgba': [233, 30, 99, 255], 'hex': '#e91e63ff'}"
MereSlime,69,1:09,1600376524052551,UCxoCNiM1l4QWSAWoUf1tNhw,$20.00,a,,69298,"{'rgba': [230, 81, 0, 255], 'hex': '#e65100ff'}","{'rgba': [245, 124, 0, 255], 'hex': '#f57c00ff'}"
MereSlime,69,1:09,1600376524052551,UCxoCNiM1l4QWSAWoUf1tNhw,$20.00,a,600,69298,"{'rgba': [230, 81, 0, 255], 'hex': '#e65100ff'}","{'rgba': [245, 124, 0, 255], 'hex': '#f57c00ff'}"
