amount,author,author_id,badges,body_color,header_color,message,ticker_duration,time_in_seconds,time_text,timestamp,video_offset_time_msec
,Hayden,UCTYRKE7K1B3mMzqlOv5e58Q,,,,screen broke,,106,1:46,1597517027806667,106504
,Abby F,UCsqqE_0z4gcVsr0hb4p2HZA,,,,LATE,,107,1:47,1597517028358032,107055
,youngmech,UCj7JArEnuIdpKUDAwSSFUsA,,,,broken,,107,1:47,1597517028405995,107103
,Daniel,UC32BWb7QrIQbnKOyJhgEsvg,,,,thanks for being early,,107,1:47,1597517028760947,107385
,Dominika S,UCmuNiPkhquPOugKTxipSI0A,,,,LATEEEEEE,,107,1:47,1597517028780441,107404
,CL4P-TP,UC7NQeNUIaAFmZPfAa_g-Yow,,,,late,,107,1:47,1597517028877995,107502
,Avacado :D,UC6gHvmX3R8RmJlV_Tgpzmqg,,,,Late,,107,1:47,1597517028895003,107519
,david does stuff and thing i guess,UCpqot2TkN-aqB1uP20p2juQ,,,,LATE,,107,1:47,1597517028916797,107541
,Arthur Boueri,UCdqviHbg9UvX2Gr47g9atRg,,,,yoooo,,107,1:47,1597517029216751,107841
,Good evening,UC6cFsaiTI9js_SXpotVMbRA,,,,Late,,107,1:47,1597517029233579,107858
,mystical,UCbhJ4R3w48tJOQZB3aUGvrg,,,,TECHNO,,108,1:48,1597517029546742,108171
,Dovakiin17 1,UCxPTupSApZZlh735PrdyKkA,,,,Early,,108,1:48,1597517029583024,108207
$20.00,the bean,UC1FxAjepefcdRdFcnXdpUxA,,"{'rgba': [245, 124, 0, 255], 'hex': '#f57c00ff'}","{'rgba': [230, 81, 0, 255], 'hex': '#e65100ff'}",late boi,,108,1:48,1597517029772585,108367
$20.00,the bean,UC1FxAjepefcdRdFcnXdpUxA,,"{'rgba': [245, 124, 0, 255], 'hex': '#f57c00ff'}","{'rgba': [230, 81, 0, 255], 'hex': '#e65100ff'}",late boi,600,108,1:48,1597517029772585,108367
,guy011,UCjkI6D-FLzkGxw6QFlb0PDA,,,,late,,108,1:48,1597517029793357,108417
,Ian Spencer,UCuZJa7PMWnSAfbS9CizuQow,,,,We want face cam,,108,1:48,1597517029821616,108446
,logan robson,UCxoUyx1n33IS8UemMPASJUA,,,,EARLY,,108,1:48,1597517029873363,108497
,Chair Berries,UCmwGCAeLAYpMUiG25arodeg,,,,LATE,,108,1:48,1597517030000940,108625
,Isabella Gust,UCEuZScKY6hXpcl5LmIPgcLg,,,,LOVE,,108,1:48,1597517030045533,108669
,Pranav Kulkarni,UCwTRfkOxk98XGQczo92pvFw,,,,winners perspectivr,,108,1:48,1597517030310302,108934
,Stone The Burrito Man,UCvFTypYwynVKJWm7KDqfYMQ,,,,WOOO,,108,1:48,1597517030367493,108991
,Banandud,UC3rg1WjO4_IJJg7XDMzsmvQ,,,,late,,109,1:49,1597517030501148,109125
,TectonicDr Ew,UCaMnoVd5-QJ1ICGV0_vw4ew,,,,Dream go live,,109,1:49,1597517030752272,109400
,Melmel Boxess,UC_fjBDDQdpWCUXjlyOJdp8g,,,,late,,109,1:49,1597517030892799,109540
,Pathoposadism,UCT4QbEbf4kVm3SQULwQoi-w,,,,LMAO,,109,1:49,1597517031266832,109914
,Mr. Kubsius,UCkQzJU2aD55G3IV46mYiIeA,,,,ur screen,,110,1:50,1597517031453842,110101
,T90M Rice Cake,UCdxZQeJkBJpugVpjx3XUGng,,,,Late,,110,1:50,1597517031561565,110209
,Chase Stephen Nichols,UCqYLqU4P-FCJ81quGcBJimw,,,,Technoboat!,,110,1:50,1597517031639849,110287
,Ihatehumans,UCto-UKSKVBUr65f82pMd5sg,,,,Late,,110,1:50,1597517031952161,110599
,Frangle Bangle,UCbPX7YZ-CnR699IeMY9RuQQ,,,,relevant,,110,1:50,1597517032021780,110669
,HailAutumn,UCKyH2ly4dbuk-zlrV7-fOmA,Member (2 months),,,Lmaoo,,110,1:50,1597517032111445,110759
,Prad Gaming,UCXKa_7e1cORqcF_P9Qv75Jg,,,,I LIKE UR YT CHANEL I GOT MINECRAFT LAST WEEK,,110,1:50,1597517032237477,110885
,David Murray,UCKJzJY4mPoHyayFr5LJ2jig,,,,LATE,,111,1:51,1597517032675252,111323
,Sangga Arsa Radin,UCgss6v1m71Tiiv8MbKdfVzg,,,,NOTICE ME TECHNO,,111,1:51,1597517032722782,111370
,Melissa,UC0EnQY9FCP0PeJlr5aOKqJw,,,,HELLO DWEAMMM,,111,1:51,1597517032725398,111373
,Jacob Johansen,UCo8Cg5YXSY7AZ8d7NsgCslw,,,,Small,,111,1:51,1597517032916708,111588
,Dominic Osama,UCXGNIuNbhhZkU2c9YMCi9pw,,,,바로 나 오늘 아침 일찍 일어나 오늘은 좀 늦게 자고 내일 다시 또 다시 올게요 오늘은 일찍 일어나서 다시 만나요 오늘은 일찍 일어나서 다시 올게요 오늘은 날씨가 너무 좋아요 오늘은 일찍 자고 일찍 일어나서 다시 만나요 오늘은 일찍 자고 일찍 자고 늦게 자서 그런지 좀 일찍 자고 일찍 자서 그런가 봅니다 오늘 아침에 일어나서 씻고 다시 만나요 그럼 전 제가,,111,1:51,1597517033302576,111974
,IGAME,UC1Pg4VyHEFdq8p_pIw1DDCA,,,,late,,112,1:52,1597517033729437,112401
,Brooklyn Dot Boro,UCkLHvl9By2m4EEMozzM0c_Q,,,,Late,,112,1:52,1597517033781191,112453
,『 Topazyos 』,UCS0ITbo7F9C6PvHgJ5rdiHg,,,,Late,,112,1:52,1597517033904348,112576
,Random :],UCpsrFnIURaUqyYcXot1iWNA,,,,LOL,,113,1:53,1597517034543076,113215
,Bin HaiAnh,UC51w46XxlBvks0o1I-Wq0Ig,,,,late,,113,1:53,1597517034803252,113408
,ARG_Yt,UCU8qJ6H5fUCPMQWhbmMLw7Q,,,,When is the 1 v 1,,113,1:53,1597517034739382,113411
,Fresh Chip,UCKxdGspzHUtT4ksx-aYtFhg,,,,LAAAATTTTTEEEE,,113,1:53,1597517034770462,113442
,Sqwertt,UCM6jm3jdk94jiDcIhFXPVSQ,,,,LATE,,113,1:53,1597517035237084,113842
,allison will,UCtj7PRlSMHrTOPKSf39IQjA,,,,yes the views,,113,1:53,1597517035253145,113858
,Simon Christensen,UCNB6FeQrhrdUX_IWhwB0T_Q,,,,LATE,,114,1:54,1597517035531327,114136
,UltraY ExilityNexus,UC6MvRjZAFXZCcXgIvlmggTg,,,,Technothebeast,,114,1:54,1597517036058180,114663
,Cristian Zamora,UC3-sIB0R2Y0v--qB7MNg17g,,,,Late,,114,1:54,1597517036074435,114679
$5.00,gomichu,UC1ItjPb6_UlSOEolxnxsYdg,,"{'rgba': [29, 233, 182, 255], 'hex': '#1de9b6ff'}","{'rgba': [0, 191, 165, 255], 'hex': '#00bfa5ff'}",techno how do u feel ab kissanime being gone ,,114,1:54,1597517036063704,114709
$5.00,gomichu,UC1ItjPb6_UlSOEolxnxsYdg,,"{'rgba': [29, 233, 182, 255], 'hex': '#1de9b6ff'}","{'rgba': [0, 191, 165, 255], 'hex': '#00bfa5ff'}",techno how do u feel ab kissanime being gone ,120,114,1:54,1597517036063704,114709
,Andrea Garcia,UCrhdQ54OvZX2zazy35QhucA,,,,TECHNO SUPPORT,,114,1:54,1597517036151416,114756
,Gunnar Grass,UCHKsjsakTDx7AASxLUk6c9g,,,,❤️💚 DRECHNO SUPPORT 💚❤️,,114,1:54,1597517036310654,114916
,jugaad,UCMe9IRNUiMTXHXJrBuOIChw,,,,bruh what am i watching,,114,1:54,1597517036364311,114969
,Cerily Writes,UC8BLyfumJnSKAUs6BdyqkyQ,,,,Late,,115,1:55,1597517036404967,115010
,North School,UCkMPl2vxLAdi9URKOOZnGeg,,,,LAAATTTTEEEE,,115,1:55,1597517036434821,115040
,Shriya Reddy,UC3At3hlEbkKrkuf6AVze5kQ,,,,eyyy,,115,1:55,1597517036741811,115347
,Jamil Tajeddin,UC3AkwB_cmUpsxbc-Bojkd-w,,,,LTE,,115,1:55,1597517036864984,115549
,Spinomodo _,UCw_1mZFhYP31LAzG-UQvlkQ,,,,Late,,115,1:55,1597517036887326,115571
,Roblox Grinders,UCT9YCFee13jzX_2IrBOIJhw,,,,Late,,115,1:55,1597517036902200,115586
,shizzy07,UCZqoLBFo4lK_bIQyqftwlsA,,,,LATEE,,115,1:55,1597517037010061,115694
,A very eventful anxiety,UCCm4l4VOrue25n9WVwktrYA,,,,LATE BLADE,,115,1:55,1597517037125511,115810
,Storm Wing inc.,UCHn0IYcCfSwPcZyvcT6XrDg,,,,this is my first livestream with techno,,116,1:56,1597517037351012,116035
,Parkeerterrein,UCEVSDrsW90VPNKucF5hPKAA,,,,LATE,,116,1:56,1597517037452618,116137
,Lava Sheep,UCKMlBXaPvN5dI99ph3KQqLg,,,,sup,,116,1:56,1597517037467458,116152
,Frøštŷ ʕ•ᴥ•ʔ,UCjnGZrOeqv577AJtzrfM-xg,,,,❤DREAMBLADE 💚,,116,1:56,1597517037572469,116257
,CaptainDragon,UCdtSWoh5pXIsJss71s6PtLA,,,,"oof, i actually am here 66 seconds after the stream started",,116,1:56,1597517037613388,116298
,Santiago Ramirez,UCxtnbGphe8tDeDkx_XEB6Jw,,,,❤TECHNO SUPPORT❤,,116,1:56,1597517037668003,116352
,Duck-eat-248,UCVJyReo7Lnt-akDZC_OcdiA,,,,Late,,116,1:56,1597517037872202,116556
,Aiden Morton,UCHDNLV2MgXEJjNXsTamogTw,,,,WHAT ORPHAN DID YOU ADOPT??,,116,1:56,1597517038028203,116712
,TJ Viking,UC_GtpUdrWa0p7ClZ048vx1A,,,,LATE,,116,1:56,1597517038039808,116724
,Toaster,UCuu1nBcFKXSs1L_ZtV0rJjQ,,,,late,,116,1:56,1597517038218878,116903
,Abby F,UCsqqE_0z4gcVsr0hb4p2HZA,,,,YES I AM ARI WE LOVE U,,116,1:56,1597517038228657,116913
,Dis Lil Cup,UC7_e0vzGcaGCU8EyZxCe0cA,,,,LATE,,116,1:56,1597517038308661,116993
,BetterFunnyman,UCW9pw8xvBo7V7AL4DIkgRuw,,,,Late,,117,1:57,1597517038630963,117315
,Kogarashi,UCbnjLUu345j-xXxPGGYjIMA,Member (10 months),,,YOUR EARLY,,117,1:57,1597517038715319,117399
,Stress,UC-vUKo_GgiFTCa2rSKpVJZw,,,,dream x technoblade fanfic,,117,1:57,1597517039202162,117860
,Laggertag Lol,UCKcIhT7v4OOUZIwempAkT_A,,,,TECHNOSUPPORT,,118,1:58,1597517039627503,118285
,MiekL,UCNY2tHjhryYJfgYJNq6aujA,,,,POGGERS,,118,1:58,1597517039742119,118400
,totallyNota Weeb,UCuoWifYXmvjHVzt70K3WyGg,,,,Technomain,,118,1:58,1597517039824765,118483
,Jeffrey Lee,UC0lSOVqh5iGWdC0g9HKN9mA,,,,technolate,,118,1:58,1597517040012535,118670
,Mythic Radiua,UCOpXmpOhrESIdEx4OsuwNdw,,,,late,,118,1:58,1597517040147358,118805
,Fyre,UCi_24QQcgxz3VfCB4P1Npmg,,,,Laaate,,119,1:59,1597517040359919,119018
,ethan tiger,UCWXgybeA8Fr7V00BebdG5vw,,,,late,,119,1:59,1597517040393662,119051
,Beaver,UCqayf_zJ3Ha6PLpoCHWeANA,,,,late,,119,1:59,1597517040559376,119217
,Dane 1234,UCKiQKS296nzaVylXGUUXdnQ,,,,HIIIII,,119,1:59,1597517040574693,119232
,Marcpoet,UCbg6EKo3bH2KBVcL5xxMJmQ,,,,small screen,,119,1:59,1597517040660996,119319
,beastgamer004,UCOD9o2RnkpSHfU9rYh04sJg,,,,early,,119,1:59,1597517040904352,119553
,Beau Cormican,UC44Uva4r567u6Dx0VuRl1lQ,,,,late,,119,1:59,1597517041076059,119725
,MysticalDuck,UCCDtqZuCIaGH6D9M2zEPCrA,,,,heyo,,119,1:59,1597517041121503,119770
,xXPhoebe Xx,UC_IIG1sAh9ALAx72pXmPHrg,,,,hi,,119,1:59,1597517041316787,119966
,wime,UCDZhJdmbokWcdx1PBLWkgow,,,,o7,,120,2:00,1597517041376504,120025
,Zackary Israelite,UCoVxkhlEdqq4VU09Bk31rdA,,,,Late,,120,2:00,1597517041646052,120295
,Kim Pamintuan,UCYFoz8cKGGeb6d-8cVIImsg,,,,LATE,,120,2:00,1597517041650101,120299
,Ken Kaneki,UCtemccLi1jf5L7nfHBbR8MQ,,,,late,,120,2:00,1597517041681891,120331
,the falcon,UCRVTM5yhqhjA4WtUAT2dR3A,,,,late,,120,2:00,1597517041711613,120361
,Skylexxium,UCT5rm3eHmjD31g4ugmRRKUw,,,,early,,120,2:00,1597517041761121,120410
,x-lamLucifer -x,UC63p-xwg7MHuBg0tbeWfLWA,,,,Late,,120,2:00,1597517042089316,120738
,37Factorial,UCxMfjvxW7Q-Vv9W-dWbSAFQ,,,,LATE,,121,2:01,1597517042382818,121032
,Phase Falcon,UCkyh3Fvhcjqmt4b2CXHlB9A,,,,WELCOME TO BROKEN,,121,2:01,1597517042484147,121133
,Izzy DiOrio,UCv1zhiNgirk0sAInwhR8M5A,Member (3 months),,,late,,121,2:01,1597517042940265,121553
,Rachel Tyra,UCpY1jqyeEbk6i5bCMC0HmAg,,,,Latelatelatelate,,121,2:01,1597517043082740,121695
,BLUE,UCRSD9b3_HDFqHUNpwws9Vww,,,,Poo,,121,2:01,1597517043102102,121715
,Entlord,UCpyrJoTk4aEzn2nedlxdI4Q,,,,BLOOD FOR THE BLOOD GOD,,121,2:01,1597517043116390,121729
,Annie Ma,UCmUgsA2_cQEMiMwt_UTOJXA,,,,TECHNOOOOOO,,121,2:01,1597517043295220,121908
,Boss Man,UCZoHy1aBJvORs_c2nxYdS6w,,,,TECHNOSUPPORT,,121,2:01,1597517043297152,121910
,Kudemi¡,UCrprxE-cATHjxqB92YTmY5g,,,,wat,,122,2:02,1597517043597614,122210
,Vihaan Kale,UCDgbKlZQrITdtPb-MxMkImQ,,,,Go dream!,,122,2:02,1597517043682376,122295
,Nicholas Huang,UChT4Plxy56L0leRllPpMbKQ,,,,Bruh lmao u started early,,122,2:02,1597517043752721,122365
,Begone Bing Thot,UCL48ZGdjY2UoDFyRoyBbgSw,,,,EARLY POG,,122,2:02,1597517043852240,122465
,Ella R.,UC5v_uCl-yJ54b0h26wnNhjw,,,,Late,,122,2:02,1597517043869097,122482
,jakbyte,UCSPXUdSP8Zlv6rwNcNXEGCw,,,,burger,,122,2:02,1597517044051138,122664
$10.00,LinkMarioKirby,UCR-UAl5YsGn9kqJyi73WEyA,,"{'rgba': [255, 202, 40, 255], 'hex': '#ffca28ff'}","{'rgba': [255, 179, 0, 255], 'hex': '#ffb300ff'}",reports of Technoblade's death were greatly exaggerated,,122,2:02,1597517044117858,122764
$10.00,LinkMarioKirby,UCR-UAl5YsGn9kqJyi73WEyA,,"{'rgba': [255, 202, 40, 255], 'hex': '#ffca28ff'}","{'rgba': [255, 179, 0, 255], 'hex': '#ffb300ff'}",reports of Technoblade's death were greatly exaggerated,300,122,2:02,1597517044117858,122764
,HauntTheFirst,UCLwVKsV1Zx-Jqpj0oeUJThw,,,,Late,,122,2:02,1597517044178638,122791
,Kashirn 1214,UCFOyTIBwZUf9d5ZdNkRvHvw,,,,HELOOO,,122,2:02,1597517044238287,122851
,Shadezs -1,UCcl9OSvg-nWo6JTDONG-oBA,,,,Sup,,122,2:02,1597517044251689,122864
,Carissa,UCU_p2DQ2Y19CPyazjgGrDaw,,,,late,,123,2:03,1597517044425238,123038
,ruff bark,UCvGVZGkLLCPYb4nqHPOMF-Q,,,,late,,123,2:03,1597517044946956,123559
,Elomento 85,UChgxKax9q6ZIq8inf_9LUrA,,,,LATE,,123,2:03,1597517045196396,123887
,V_Low Key,UCpP_AEQJAtt8WsHqFfFlTyA,,,,❤ TECHNODREAM SUPPORT 💚,,124,2:04,1597517045508431,124199
,Darren Infinitus,UCqMdtpRbH9EswuST6ML5AtQ,,,,Late?,,124,2:04,1597517045679905,124371
,Microwaved Pizza,UCfdsXgxqZFQTuzUmP1buS6g,,,,late,,124,2:04,1597517045757545,124449
,Guty Gamer,UC1pBjJuWXrEd1wE-FUVhozQ,,,,Technoplane,,124,2:04,1597517045868900,124560
,Oiled Olives,UC5roGoVfDAxZlFNwFtqmnaw,,,,LATE,,124,2:04,1597517045885133,124576
,Tristan Boy,UCwGQqfIqpv9eO1Dg5V0pNBg,,,,Hey,,124,2:04,1597517045998409,124689
,Kermit The frog,UCopAPXgBQ3umZb3VVAmQ_zQ,,,,alright,,124,2:04,1597517046161684,124853
,Poophammer [Poop],UCP6pmL8Ozpm3oSSWPJmPCnw,,,,steering wheel,,124,2:04,1597517046290349,124981
,Hobbe Enell,UCiv5xRA2VmPgOVDOUYbZuiw,,,,Why with DREAM,,125,2:05,1597517046585979,125277
,oreos for dinner,UC4HfooCtiBqSbaHqeUT1aVQ,,,,I wanted to watch dream stream but imma watch Techno,,125,2:05,1597517046798691,125490
,Dark Fire,UCwjDXR4MHXjG3ZTeQYST2Hw,,,,DREAM AND TECHNOBLADE LIVE YAY ALSO BBH IS DECIDING WHO IS GONNA WIN IN HIS LIVESTREAM,,125,2:05,1597517046878543,125570
,Jasmin Zapata,UCMaqIFxwS08T3bQxz_xEd_w,,,,ur late,,125,2:05,1597517046995636,125687
,Fix Auto,UC-BYLrtI-W2bxYoEPrtsLDw,,,,Hi youtube,,125,2:05,1597517047141584,125811
,AddaxYT,UCtX3UkcmV7Nw1U1P6tLJpKg,,,,Bruh your late,,125,2:05,1597517047189008,125859
,PostConsolePeasant,UC5UazszPSxX-Zi1Vmz8aayA,,,,YESSSSSSSSSSSSS,,125,2:05,1597517047266027,125936
,TentacleBoi,UCK2uaWOT0lYjuRADllAm4Ag,,,,EARLY,,125,2:05,1597517047309782,125980
,koma,UCRBpK03xz4dlmrfLjh8ggmg,,,,WOOOOO,,126,2:06,1597517047434043,126104
,William Ng,UCjE7u4ck3oQ43o-magIj1NQ,,,,LATE,,126,2:06,1597517047511415,126181
,edgelord supreme,UCv4J_mV64M3JIHb38pB3ApQ,,,,late,,126,2:06,1597517047904622,126575
,Cam ;P,UCBoCiLY0_rOtwwIsU-OYO_Q,,,,LATEE,,126,2:06,1597517047955713,126626
,Seikie,UCk48nZ-MuvO4eV7fPZJOQ2A,,,,RIP KISSANIME,,126,2:06,1597517047958947,126629
,superpsycho,UC82xKolF7B9YE-2k8FfDCwA,,,,Late,,126,2:06,1597517048013479,126683
,Canarynn,UCZh59D8vtooh7sWb2sQ0wsw,,,,LATE,,127,2:07,1597517048339369,127009
,Talan Pearson,UCpxFCV1G_dwAKJz7sLqR0Pg,,,,LATE,,127,2:07,1597517048809044,127479
,Filo M,UCq6AzKyHjtq8tAavuQbukEA,,,,Winner POV,,127,2:07,1597517048993143,127663
,techboy,UCNxRFFOB6Cw9aqZZ2PDq11w,Member (1 month),,,late,,127,2:07,1597517049055592,127702
,Katelyn Marquez,UCQoZVH9eJSObig-2xrZl5OA,,,,IM SO HYPED,,127,2:07,1597517049157982,127804
,Silas Panula,UCciPsHRyrycOk6Z68-aZpHw,,,,hlo,,127,2:07,1597517049197410,127844
,Richard gaming Game,UCukFt-gTFhwXPH64fTNh-qg,,,,Late,,127,2:07,1597517049274187,127921
,Pink Pineapple,UChIy7slZy2lKgLVrYCfUVZg,,,,Late,,128,2:08,1597517049366603,128013
,Gerjan Janssen,UCkD5WCU2bPT13bzVusXFzhw,,,,LATE,,128,2:08,1597517049503864,128150
,Irish Pikachu,UC9ajXFFmdv3e0jzXKJHFhMA,,,,late,,128,2:08,1597517049963454,128610
,Meliodas Lostvayne,UCjdoU_WJacCRQOEGyH4Nw-A,,,,late,,128,2:08,1597517050162253,128809
,Findlay Kane,UCsYwPp_22m9eaBJigv6kDuQ,,,,ez win,,128,2:08,1597517050300834,128947
,Andres Garcia,UCyICTtfpGKlM4FJgF0-fuqQ,,,,pog,,128,2:08,1597517050311785,128958
,Lillster,UC8OGkSUIFYOj5sPFNv7NyIw,,,,Late,,129,2:09,1597517050415284,129062
,Marcus Costello,UCUJbHyNEBkYBbFcnIO94zzQ,,,,LATE,,129,2:09,1597517050456857,129103
,Julio Saez,UCzfNGnT9qhAs_QToLzQVY-g,,,,Stream is messed up,,129,2:09,1597517050472574,129119
,Daniel Botts,UC-0ZT9840PrKOX497YBWh8w,,,,LATE,,129,2:09,1597517050502956,129149
,Nathan Mullins,UCb3qYP5REEnHTn8AxrR5kzw,,,,latr,,129,2:09,1597517050683497,129330
,Truppla 2.0,UCzlj15SyHbkXqRJCXsXzvhA,,,,Late,,129,2:09,1597517050814367,129461
,The Overthinker,UCYvZ2wjWHWwMzgk34Qe5O2A,,,,LATE,,129,2:09,1597517051167524,129781
,Grilled Cheese,UCb6ul-S5dZtb7aAffqkCphw,,,,ON TIME!!!!!,,130,2:10,1597517051386483,130000
,Ryan,UCGqrM6EsDW1YfrHBSFtew6g,,,,hello technoblade,,130,2:10,1597517051409943,130024
,just a weeb,UCfhicc-ZQBCx1vXqDxwdmkg,,,,late,,130,2:10,1597517051474574,130088
,Jacob Sowah,UCVLwOtM8L4sARse2YUoWHcg,,,,late,,130,2:10,1597517051496930,130111
,Nimrod Grosu,UCfy_g4VlRhQ9LxqV6wp_OQQ,,,,Late,,130,2:10,1597517051526193,130140
,Cheeseeater 77,UC6w_rfBKq8jwZxh42kMTECw,,,,NOT LATE,,130,2:10,1597517051542945,130157
,Boss Man,UCZoHy1aBJvORs_c2nxYdS6w,,,,TECHNOSUPPORT,,130,2:10,1597517051548183,130162
,Dev Dogra,UCmr8a-zXuvnbcUu9CX18aTg,,,,late,,130,2:10,1597517051786675,130400
,Mondrigitomark Mondrigito,UCJvp5iMSjk9iciBYnJNtNOQ,,,,Late,,130,2:10,1597517051859553,130473
,Keinth joeve Bandies,UCk1mOU20RzMxypUPQOl_8qg,,,,late,,130,2:10,1597517051871797,130486
,Vane Gaming13,UC9jxVL7yggM28DQMaRavb6Q,,,,noob,,130,2:10,1597517051902305,130516
,merlin kale,UCCY2i35TaMeYvT9C7kGGB8A,,,,late,,130,2:10,1597517051906694,130520
,Pur3 Chaoz,UCSADg3TZilzxMkO6uBDJABg,,,,Late,,130,2:10,1597517052021228,130635
,Cyrus Law,UCOBLENtpAmi8AVYoD8BVmAg,,,,Late,,130,2:10,1597517052022247,130636
,chuchis •,UCLuXSDN597_m8U1Pj3ChMoA,,,,EARLY,,130,2:10,1597517052037569,130651
,Organic Pop,UCOgE3yk7TY5PAhPq_AR3tbQ,,,,Late,,130,2:10,1597517052302549,130916
,TAEkemetoElDorado,UCGpNJEnIxOPeNK6Ye-uxxVg,,,,late,,131,2:11,1597517052478777,131093
,MarkoNotFound,UCq1JRWaurwciDVl1C2ez7-g,,,,LATE,,131,2:11,1597517052666068,131280
,FireLilly 235,UCbD9THdA0czWel-4fqqzF2Q,,,,SUP,,131,2:11,1597517052750036,131364
,Bravo,UCuxDUmFW_t8w6l7_sHEofaQ,,,,late,,131,2:11,1597517052773195,131387
,NoofZ oof,UC9x8UjYS4Y4M6tOmLQVPiFQ,,,,Winners POV,,131,2:11,1597517052783870,131398
,Thekiddo7 Unleashed,UCRucBr20M1WHvZdCkLZzRYg,,,,LATE,,131,2:11,1597517052792466,131406
,SaveTheTrees,UCTP4rEeT9VCoRQ6hRsqB0nA,,,,LATE,,131,2:11,1597517052798157,131412
,DERPY POOP,UCTEzaLnKNWr6NkZ-yyqqzCg,,,,Late,,131,2:11,1597517052798987,131413
,moomoomatt5,UCiT4DUitU_N0Nky3GnC1ovQ,,,,late,,131,2:11,1597517052803689,131417
,armarey xstatic,UC6LG1xXTZLbNkiSfMoxFHwQ,,,,haha,,131,2:11,1597517052885249,131499
,37Factorial,UCxMfjvxW7Q-Vv9W-dWbSAFQ,,,,LATE,,131,2:11,1597517052902149,131516
,_JosukesHairspray _,UCC51MDxAo2l1goMzyIpgbGQ,,,,HELLOOOO,,131,2:11,1597517053058482,131672
,Swivel Man,UCInYcUAjflYCmfrXcNNYLfg,,,,Latttttte,,131,2:11,1597517053204650,131843
,stainman hu,UC1Sy9zHer41002bNMYURfRA,,,,early,,131,2:11,1597517053237827,131876
,xX1000FeetXx,UCGyyAUkxnALiRDsvPn0_0oQ,,,,late,,131,2:11,1597517053242242,131881
,Alex Esquibel,UCfX3EEhnzc7U-KVR9DY6N1A,,,,Early,,131,2:11,1597517053332824,131971
,қ૯Ո੮ ค૭૯Ո੮,UC66Rp24VayQrQcWX7bJjUUA,,,,.late late,,132,2:12,1597517053485346,132124
,Thorn,UCSFuVTj6ZrYOhP1orLKL_Ag,,,,LATE,,132,2:12,1597517053591502,132230
,panzerlied,UCuVteqIZD8EhnFuXiFB4GXg,,,,LATE,,132,2:12,1597517053602324,132241
,Henry Minnich,UCf7HkkNmHGQJS6kB7ktrwLg,,,,Late,,132,2:12,1597517053612409,132251
,Mythic Muffinz,UCQgrrhccImQZfTgl6RkOMdg,,,,late,,132,2:12,1597517053702502,132341
,Warren Home,UCD-Ae7yk3bWTPeSK6CP37vg,,,,Late,,132,2:12,1597517053800764,132439
,binglesnorp,UC_PLZsfXFDDhQYA7GZE5Cog,,,,late,,132,2:12,1597517053908108,132546
,xKnight,UCKp1WBJKpIynbib-1NY_68Q,,,,early,,132,2:12,1597517053999600,132638
,Lang mack,UCHGG_l4Yt9_L7WG55LBD4TA,,,,late,,132,2:12,1597517054066650,132705
,Jacob Heron,UC337a8srCmWHZIHuCA18tcA,,,,late,,132,2:12,1597517054145923,132784
,Anjeer Man,UCF_A3s_X392VkuFcDWWKgoA,,,,late,,132,2:12,1597517054151136,132789
,꧁ vilxsty ꧂,UCPsl3LBeO-pA_3F3ElJ80XA,,,,late,,132,2:12,1597517054275227,132914
,xSKxDAN,UCHh10K0imjsbHxCFJcajTuQ,,,,Laaaattre,,132,2:12,1597517054354408,132993
,O2 Ih,UC0NAF5IDDnPoDbOZXe1pUvQ,,,,pog,,133,2:13,1597517054383080,133021
,Rumman Mehdi,UCeqxhbyotWHCYbOXKAUER_g,,,,bad late,,133,2:13,1597517054550544,133189
,Rob FNM,UCYLNjHnEAWWBvaA0szF17ew,,,,Late,,133,2:13,1597517054703341,133342
,SaZZy_K K,UCvRks4yDnKFmuk1mgYqmFIA,,,,late,,133,2:13,1597517054865451,133504
,Mae,UCybbVjqeZozDrVOIiRf00dw,,,,late,,133,2:13,1597517054980879,133619
,Dingdong0130,UCM17mJszGgoTlqSLwYtK9cw,,,,EARLY,,133,2:13,1597517055246627,133952
,logan johnson,UCWHX-h9JVwp3SkHQw6KrRSA,,,,Late,,134,2:14,1597517055323906,134029
,JustDani,UCJk7Yfpkjm5epuHn9xsq7Tg,,,,LATE,,134,2:14,1597517055585577,134291
,Dark Baiter,UC0Knu7-5Pi0XH3R3Fhp8mKA,,,,LATE,,134,2:14,1597517055700377,134405
,Rikard Iversen,UCnS3Sbqez0XHKEi219SGcIg,,,,late,,134,2:14,1597517056034649,134740
,CJP1226 Fortnite,UCiOYBhiYBxhNs3TWGX8bS6g,,,,LATE,,135,2:15,1597517056294671,135000
,Shadow • Dreams,UCXtU5tAqvhwYNOcalu9AK5w,,,,the screen-,,135,2:15,1597517056464804,135170
,Hotdog Shober,UC-Gkwhe6g49BgMX1VxUHyHQ,,,,EARLY,,135,2:15,1597517056547937,135253
,Jason Wang,UC1VEv6ep4aKa-mPhYrBTTLg,,,,Hi,,135,2:15,1597517056559140,135264
,L0G1C,UCdWdpLyAm-NnbxFPVHM_RaQ,,,,Late,,135,2:15,1597517056623643,135329
,leopold,UC-ftx3-JNHlsLnzPK2JXmUw,,,,late,,135,2:15,1597517056722142,135427
,Alex Bryant,UCjt5EjGxPf9gz1Y5VIud91g,,,,SMALL,,135,2:15,1597517056829293,135534
