amount,author,author_id,badges,body_color,header_color,message,ticker_duration,time_in_seconds,time_text,timestamp,video_offset_time_msec
,TheSockMan _,UCwn7KfwhiXqhWIZNSgOkttw,,,,LATE,,158,2:38,1597517080272336,158935
,Calcium Carbonate,UCg0_-hmP-yfN0x1B1m0DwgA,,,,Early,,159,2:39,1597517080397488,159060
,DarkAudiorope1,UChfT_aWatikQ8m7HNKnLcFQ,,,,late,,159,2:39,1597517080398143,159061
,inteilactuell,UCOxwT70GgIcNO2ul3epCiZw,,,,Late,,159,2:39,1597517080402730,159065
,Wenis Elbowski,UCSW4qSy4ABkhlH_0Pr0bccg,,,,Late nerd,,159,2:39,1597517080542473,159205
,Eliot Santell,UCK_lN63CTo38Na5CtaDpnvA,,,,Late,,159,2:39,1597517080718705,159381
,beep boop,UCqTSzW0RaVg_akW-OFVgCOQ,,,,lagggg,,159,2:39,1597517080828448,159491
,Gab,UCvWvla_-ah3sMLEBy2wq3_w,,,,late,,159,2:39,1597517081145859,159809
,Fresh Chip,UCKxdGspzHUtT4ksx-aYtFhg,,,,Late,,159,2:39,1597517081187514,159850
,NotIce,UC_IDR4gn5pPHoLNSiqv8KLw,,,,latee,,159,2:39,1597517081241494,159904
,Hwello m8,UCzfChJxyl5Alb0ngS5AgPAg,,,,LLLAAAATTTEEE,,159,2:39,1597517081253479,159916
,Boai,UCMLeQZDoEMOohtwmXM8drPA,,,,laid,,160,2:40,1597517081354521,160017
,Eilidh Harris,UC3Wa2p_PAPRhQXnBBYSGGnA,,,,THE CLOUT,,160,2:40,1597517081394405,160057
,Phoenqx,UCktWk6q16DmmTfRZPCZU2dg,,,,LATE,,160,2:40,1597517081648739,160311
,FalcoN -,UC4-GJ7xxw-SjTwwDaqK4GLg,,,,late,,160,2:40,1597517081667097,160315
,Calin Mihai Chiperi,UCJ05-IH1TPL_i0cwzwm2TrA,,,,LATE,,160,2:40,1597517081687921,160336
,Aboo Lee,UC_um-0hQFv4jwVkn8kEZ5tw,,,,techno=bald,,160,2:40,1597517081844573,160493
,Nien Nian,UCOtajMifZmzscPYqxqMPiQg,,,,LATE 💔,,160,2:40,1597517081871943,160520
,Acoustic Trident,UCU3gvDKo8a_aleIo4q25-oA,New member,,,L,,160,2:40,1597517081874585,160523
,jetcon,UCupYngjovUCHiHQHvTXNgCA,,,,:heart:Technosupport!💚,,160,2:40,1597517081939003,160587
,Soren Andersen,UCrPa0Kra_R_rfcR68sjXsZg,,,,late,,160,2:40,1597517082020647,160669
,ItsmeFoskett3,UC-hdAn4Z8XO9EuBjOWhinCA,,,,CIAO ITALIANIIII,,160,2:40,1597517082236275,160884
,First Sympton,UCa305YdIJUreACCUhlPV11Q,,,,LATE,,161,2:41,1597517082425651,161074
,Leila Brand,UCS9YJkA9zmmeV-9poElW7QA,,,,♥️♥️♥️♥️♥️ TECHNO SUPPORT ♥️♥️♥️♥️,,161,2:41,1597517082480272,161128
,OceanicXD,UCBMmYCs8svV-ktLSXSwWSWQ,,,,✈T E C H N O P L A N E✈,,161,2:41,1597517082581111,161229
,Nebula,UCwl2Etbp9RqWWeXKTL2LCtQ,,,,LATE,,161,2:41,1597517082676775,161325
,HappyCat Domosławski,UCmQLATqfS4F0DSs1O6L6fEg,,,,L8,,161,2:41,1597517082677618,161326
,Ken Lopez,UCSghON7A7ZmzjLw8nwQeHSg,,,,late,,161,2:41,1597517082707534,161356
,Acoustic Trident,UCU3gvDKo8a_aleIo4q25-oA,New member,,,L,,161,2:41,1597517082806462,161455
,Jack Green,UC4D9UluYzGy5-IsnsksAxBw,,,,Late,,161,2:41,1597517082884099,161532
,JJPlayz,UCwdhNpJ9o0-BtCvyrda-e4w,,,,Early,,161,2:41,1597517082906146,161554
,Mad Zu,UCojf5T7f8KJm3Sw7NTEivSQ,,,,Get faster noob,,161,2:41,1597517082918419,161567
,MasterFox,UCS8OSj5uBVqGxMMsrVtmHeQ,,,,Late,,161,2:41,1597517083207219,161855
,Shrinand Perumal,UCOmUD30g08yyFnf98SjUC7w,,,,hi christien,,162,2:42,1597517083552074,162200
,xsilverr,UCYjjfmn4RdjSNRiNX-xy0OQ,,,,True,,162,2:42,1597517083660720,162309
,Blaise 6000,UCsw9XgolVSJf5WuKrVKdOxQ,,,,late,,162,2:42,1597517083856215,162555
,Michaiya Cox,UCEexkdrsNwdpTlyi2F4B27w,,,,late,,162,2:42,1597517084009789,162709
,elyanor,UCK0FE8NWiFEND_hS2uZiodQ,,,,late,,162,2:42,1597517084159171,162858
,MashdTomato,UCDsJ2OkUn2xzkMGqvAqXOQQ,,,,Small screen,,163,2:43,1597517084433695,163132
,reverence,UCez8SCTsUyK7C35OmxTACJg,,,,TECHNOSUPPORT,,163,2:43,1597517084726258,163425
,theamateurgamers,UCcAqn6P4DtBN7ur07iWphxQ,,,,laten't,,163,2:43,1597517085117785,163817
,xrkii,UCrblERT0N_BJfR67dfh8TFg,,,,BLOOD,,163,2:43,1597517085216786,163916
,InkyPaperBag,UCA6U6TP6dboPUe6F3Y-OEjA,,,,late,,164,2:44,1597517085314329,164013
,Totally a Human,UCHqjkpjPr93dObB_Gc3qr5g,,,,WHY SO LATTTEE,,164,2:44,1597517085590047,164289
,N W,UC1eFvMj-01xCQfo1mn4oTwQ,,,,LATE,,164,2:44,1597517085622644,164321
,skrattande ankan,UCZRKWwOrwE7vpGe8I008Mrg,,,,late,,164,2:44,1597517085763135,164462
,TheRealGoat13,UCcimDDO1OtPefYUkkMRE0HA,,,,late,,164,2:44,1597517085768119,164467
,Drew Rosenberg,UCku4OFKCSykEHDtfRbSsQ3A,,,,Hey,,164,2:44,1597517086083145,164782
,evie,UCblOZo9uXRH30hW_TZREU2w,,,,POG,,164,2:44,1597517086107339,164806
,Poxtorz,UCQ7E8UBR8TSuCRIhPr2V08g,,,,Early,,164,2:44,1597517086176216,164875
,p0tat01,UCtk-mcAASct8WgS2n8JwEtw,,,,lätë,,164,2:44,1597517086208939,164907
,Stone Kingdom,UCJE92dBl2ebFVQnwZPdjDqQ,,,,EARLY,,164,2:44,1597517086247370,164946
,Mr0s0,UC7UTEemjm_zxNuqJtmw92uQ,,,,Late,,164,2:44,1597517086272123,164971
,Dio Brando,UCqUMCekRTbssBeQWIOhwDxw,,,,TECHNOLATE,,165,2:45,1597517086310283,165009
,xililgamer noob,UCiH9ZlZwlOHm3JZDppTUZ9g,,,,LATE,,165,2:45,1597517086311614,165010
,Kaylie Babcock,UC9dL4Nxs4ra1KKYOsrXsu9Q,,,,late,,165,2:45,1597517086583187,165282
,Bacon Bacon,UC0acXHVXnY_CEpHi2YPvk7g,,,,bruh,,165,2:45,1597517086615712,165314
,Logan Tillett,UCzyVqBKIbXktGb8KhH5aA4g,,,,Late,,165,2:45,1597517086728797,165427
,Frisk Sea,UCc8Am-mtD7a0aR-zoN0tciA,,,,200 years to late,,165,2:45,1597517086883836,165582
,Danilo Mitrović grupa B,UCUo4frrsdhG5D_1gJtXP0Qw,,,,LATE,,165,2:45,1597517087040098,165739
,Home Deepo,UCR90WnzPeYyVTVyYmDHKmLw,,,,LATE,,166,2:46,1597517087568349,166267
,GappleKing_,UClf-TrHA-3MnZ8UbMCy86MQ,,,,POG,,166,2:46,1597517087617054,166316
,Abysmal,UCXHLSLPTpdR6yHavK8-KsLg,,,,late,,166,2:46,1597517087764656,166433
,[EPIC] SUB,UCsgpEWV8FeW7EMvznaUWEGA,,,,late,,166,2:46,1597517088008934,166677
,S & J Bochkarev,UCtkHN-tcfZcb1PuGwqgT_5A,,,,late,,166,2:46,1597517088131304,166800
,i do random things,UC1oCWqnP0mIcgkOjo2vlppQ,,,,Dreamblade,,166,2:46,1597517088198421,166867
,Exquisites,UC5nSw2RxBrwQpC-bBb6cwQg,,,,TECHNO SUPPORT,,166,2:46,1597517088318225,166987
,ComputerGamer,UCZEYFXSVHyOBJMRb3DritHg,,,,hewo,,167,2:47,1597517088630951,167299
,W for Wumbo,UCXTCws37XhoeutPlfFdndpw,,,,LATE,,167,2:47,1597517088684565,167353
,Sullivan Fuerst,UCCKj11H15ohVC866tTkenwQ,,,,late,,167,2:47,1597517088918925,167587
,Koen Janaban,UC6pjYQ9kudAQ4wigVTbG95Q,,,,❤️TECHNOWASTAKEN💚,,167,2:47,1597517088983427,167652
,Gengar hdm,UC7NOobyex2PwOnyq3qmp0hQ,,,,Early,,167,2:47,1597517089081205,167750
,verhext 009,UCPfW0CPQZt163LHFXXSsqWA,,,,HEY TECNNOBLADE,,167,2:47,1597517089166086,167834
,420 WAH,UCvyOB162AQNLxVsK444HTIA,,,,Late,,167,2:47,1597517089211530,167880
,Dylan Curtis,UCWaDPZvx1zg6jxjqPSfOnKg,,,,kinda late ngl,,167,2:47,1597517089312402,167981
,Cristian Zamora,UC3-sIB0R2Y0v--qB7MNg17g,,,,Late,,168,2:48,1597517089356616,168025
,Siripatsorn Jinrakthamma,UCmWz1yvjANrSQmf7F9ehW5w,,,,LATELATE,,168,2:48,1597517089774463,168443
,Fire dropper,UCVvqCmoTRZiPZCxWqUjGiRw,,,,the is so fun,,168,2:48,1597517089812093,168472
,Slothinati 2,UCR2UFLZEL7OrFuOjqQTwpsg,,,,latee,,168,2:48,1597517090030058,168690
,Sloth Master,UCSU13kML4jtchON_9_8hU7Q,,,,Technolate,,168,2:48,1597517090107770,168767
,Dreambooke,UC3Q5ou4tdYwNJqCEMf4zNdQ,,,,Late,,168,2:48,1597517090199370,168859
,Space Doggo,UCMxG6miABj_IuEPZk_2Hidw,,,,❤TECHNODREAM💚,,169,2:49,1597517090675435,169335
,Joshua Mont Olv,UCj_AprDC1D8NynHTtvW05aA,,,,Techno team,,169,2:49,1597517090919375,169579
,YINX,UCIsWyrg5NKmhlRSkFXf__gg,,,,LATE,,169,2:49,1597517091188389,169848
,HystericallyUgly,UCUV3WBCxNC9AuXFxrwhiU6Q,,,,Late,,170,2:50,1597517091414415,170074
,Turtle Man,UCS-l_y_RdElLE_z8H9ZAO6w,,,,Late,,170,2:50,1597517091436052,170096
,King Nautulus,UCPCE0f3ZfYCkV3gYA37PTpw,,,,TECHNOLATE ⏰,,170,2:50,1597517091766384,170426
,Shrinand Perumal,UCOmUD30g08yyFnf98SjUC7w,,,,CHRISTIEN,,170,2:50,1597517091855295,170515
,Bright Star,UCaLuajC2lQVKWBY2FolQ5cw,,,,EARLY,,170,2:50,1597517092090920,170727
,Strom28,UCbizl6zNQMQ79YOMPbIZFug,,,,REEEEEEE,,170,2:50,1597517092182452,170818
,• Panikka •,UCcwkuKpOBe6Ay5CIlkZceIw,,,,Really late,,170,2:50,1597517092348300,170984
,Chekhov,UCxGEY2ERmnICYxfhsdGn8VQ,,,,łãţə,,171,2:51,1597517092909965,171546
,Kristodaddy1,UCe6dhSGMzKuDiy2oBEIHbDw,,,,L,,171,2:51,1597517092927661,171564
,Anh Nguyen,UC-gtYqWfguqYQEr8YmTkvLw,,,,LATE,,171,2:51,1597517092952045,171588
,IssaGummybear,UCln9OaEFIkTwvD1vai9IKZQ,,,,latttttttte,,171,2:51,1597517093026153,171662
,Haigu Zen,UCVHnn9aTnK86tgblWfwnpHg,,,,srceen,,171,2:51,1597517093090308,171726
,Bidj Lk,UC3gCgeKMMHoO_Z37Gr1EJsw,,,,Dream + Techno = blooddeath,,171,2:51,1597517093110945,171747
,And Gag,UC3dAAw5BiYap_Q4moGcDJvA,,,,Hi,,171,2:51,1597517093111398,171747
,Qi Jia,UCohCOa_J4vFKHrDqJTZIs2A,,,,late,,171,2:51,1597517093133907,171770
,NORDIKK,UCMe5hScERVTB71srUmg_DIg,,,,BIG LAAATTEEE,,172,2:52,1597517093594381,172230
,Zhang Jie,UCAZ5fAhZCiDITjt1vydgypQ,New member,,,Welcome to Pig Tier!,,172,2:52,1597517093651902,172288
,Zhang Jie,UCAZ5fAhZCiDITjt1vydgypQ,New member,4279213400,,Welcome to Pig Tier!,300,172,2:52,1597517093651902,172288
,Kaarage Katsu,UCUGeJ5rCIdHBC2H2GQAWQTw,,,,this team first,,172,2:52,1597517093757870,172394
,Sten Dammers,UChcyXpgkDjsPaPtfYjCpb7A,,,,late,,172,2:52,1597517093853864,172490
,Mysterious Man,UCqUzSSK13rTHmNzwEjAWqQg,,,,Win,,172,2:52,1597517093973451,172526
,Katie Albright,UCO2LvGN6AAzsbYL1kIM1Ntg,,,,late,,172,2:52,1597517094113854,172667
,Unicorn Uniform,UCGoF7p5aQwozhjWi2fy0T5A,,,,What is this,,172,2:52,1597517094236852,172790
,Twizten,UCdwFz3VkoZJbilgxCUgJlXQ,,,,Why is the screen so small ;-;,,173,2:53,1597517094521637,173074
,Jackson Flynn,UCchEKdY8kX76qgSNn5gxqhg,,,,late,,173,2:53,1597517094705932,173259
,lesharkomelody,UC5xKR0g-CYRaB_xpfwSMNJg,,,,LATE,,173,2:53,1597517094715184,173268
,IceKittyDragynn,UCr8goIHjrM255syJEj0zURg,,,,👑❤️TECHNODREAM💚👑,,173,2:53,1597517094830112,173383
,MCISE,UCEMCWvNObc1PD-060dvlSSw,,,,LATE,,173,2:53,1597517094851878,173405
,iva,UCbNHppW_hQQ3DmVPcTXhepA,,,,latelate,,173,2:53,1597517095100102,173653
,Phantimbs Phantom,UCSTKJ4qvMQyq4KsjEEouszg,,,,bad,,173,2:53,1597517095107071,173660
,not the N word,UCTxoTxHY9V8roxnagLYZ0ug,,,,Late,,173,2:53,1597517095265089,173818
,InkyPaperBag,UCA6U6TP6dboPUe6F3Y-OEjA,,,,late,,174,2:54,1597517095518286,174071
,Solvorine,UCqj3Bw8YOwwlE-SlcgZ3_sA,,,,LET THE BLOODBATH BEGIN,,174,2:54,1597517095565108,174118
,눈_눈Lorey,UCN028_2cMcN8e0QSUqk4c8g,New member,,,Welcome to Pig Tier!,,174,2:54,1597517095575754,174128
,눈_눈Lorey,UCN028_2cMcN8e0QSUqk4c8g,New member,4279213400,,Welcome to Pig Tier!,300,174,2:54,1597517095575754,174128
,Emma Archibald,UCtxmM2iLR_Ge1Bq6s2dD2EQ,,,,LETS GO,,174,2:54,1597517095603874,174157
,RubberToaster,UCAzehKyRM6IsAt1JXJaUqEA,,,,blood,,174,2:54,1597517095740691,174293
,Morpyyy X,UC6eQvzwEv_VBsNN2kZA-Vaw,,,,Let's soooooooo,,174,2:54,1597517096096588,174721
,UniRiah,UCYaCueGCkeFCIA3CPqj62ug,,,,why are people spamming late it's not not even 3pm,,175,2:55,1597517096422902,175047
,El Tombo,UCJ2QnC0YUJS9DDAovs08gpQ,,,,Y is the screen so small,,175,2:55,1597517096535274,175160
,r_kinesis,UCy-qhJ8m7Jif0kuzAX7XrJg,,,,sir your thumbnail,,175,2:55,1597517096620267,175245
,I'm a Door,UC2hs7q-7TiWXUMg1nNbUNtg,,,,YALL ARE STRONG,,175,2:55,1597517097077310,175702
,TheOrenjiPotato,UCMjIcNYR8XYshDObHRmYQVg,Member (6 months),,,late,,175,2:55,1597517097262412,175887
,Random :],UCpsrFnIURaUqyYcXot1iWNA,,,,TECHNO SUPPORT LETS GOOOOOO,,175,2:55,1597517097276934,175901
,Tommy Japes,UC2DALmJ4IrvD_AOFZx1Q-Dw,,,,Can we get a full stream,,175,2:55,1597517097301916,175926
,ImMiniSpark,UC8EOIzSLd6MFojWTQSb8zXg,,,,❤️Techno and Dream Team 💚,,175,2:55,1597517097320199,175945
,yeet master,UCXCiXQaKHEP8tNeOC5f6gfQ,,,,TECHNOLATE,,176,2:56,1597517097406134,176031
,EXE stopped working,UC52B-lE63_HWdGZ4WEw5HUw,,,,45k in 2 minutes,,176,2:56,1597517097526889,176151
,Shapeshifter Ghost,UCyxJt4HrIhLh9d9qceaUS2A,,,,POG,,176,2:56,1597517097585045,176210
,Digital Bait,UCsJr5FYGtfANRcGyE3fhqZA,,,,Easy,,176,2:56,1597517097650155,176275
,Howard King,UCoM7B7--WxyE0_gD7c80kHw,,,,Late,,176,2:56,1597517097658399,176283
,dogpopo 911,UC_m9c39ctUj5dOCa-a9fGDg,,,,late,,176,2:56,1597517097674875,176299
,G30R6E,UCD9E1D8FPRO5V54AQwl3a1A,,,,@Frixed hi,,176,2:56,1597517097867418,176492
,Klaire Gieleghem,UCYphOqDgoHMOBSMVJzPuvJQ,,,,Late,,176,2:56,1597517098132065,176743
,SAUCE CAKE,UCJZGcQwfU5_nLBcC_0UWW-A,,,,BLOOD,,176,2:56,1597517098183945,176794
,THEKING andstuff,UCnl88VJaWHFrOs_s1uclhgg,,,,ez clap,,176,2:56,1597517098188869,176799
,iiTyee,UCOYvpfz9lPzSoMRYSlvXOKQ,,,,pog,,176,2:56,1597517098325609,176936
,Derp Gaming Studios,UCFNgVNQazZKA4a35GTvX4zA,,,,EARLY,,176,2:56,1597517098367895,176978
,Koala Fox,UCMj8tNCNyqjmyIWadKnJqFg,,,,nani,,177,2:57,1597517098991900,177602
,WilliamGmo10,UC4POypl6s8dE7RTFO4FEmaA,,,,late,,177,2:57,1597517099029361,177640
,Miltosx9005 _,UCxC4qck31xH754bx6Gmonog,,,,POGPIG------------,,177,2:57,1597517099072047,177683
,W Key,UCZHCa-Z06BxTxZ-qKaqVbkA,,,,Pink parrots,,177,2:57,1597517099114649,177725
,Mr. Paulus,UC0tSQZEvxUnciRj0klupKPw,,,,worst meme ever,,177,2:57,1597517099267236,177878
,StandardCone898,UC1Q_MC2NVBpIB2VWCsmRXew,,,,LATEEEE,,178,2:58,1597517099485554,178096
,Sissy Longlegs,UC4qw8PXEZv7Y2fMR_ZYF0DA,,,,LATE,,178,2:58,1597517099607060,178218
,poloniumdrops,UCpeP17crrTkm9QC4pb-fmQw,,,,LATE,,178,2:58,1597517099616740,178227
,Calebstar999,UCjddN5QgGAWnvw9iF-YaOeA,,,,Late,,178,2:58,1597517099831384,178442
,nina xeler,UCYvqOPgrP5Q9avE9E92vUxA,,,,Late,,178,2:58,1597517099886855,178497
,Thekiddo7 Unleashed,UCRucBr20M1WHvZdCkLZzRYg,,,,❤️ TechnoSupport ❤️,,178,2:58,1597517099962380,178573
,V,UC_-1L5CM2qEYMukNSDwBy2Q,,,,LATE,,178,2:58,1597517100210681,178795
,TDM Masters,UC7UDZiU69edD8-uKdHSGRbg,,,,EZ WIN FOR THE BLOOD GOD,,178,2:58,1597517100221072,178805
CA$13.99,Nimipen,UCl7V6XAagHZola9hbgLdaoQ,,"{'rgba': [255, 202, 40, 255], 'hex': '#ffca28ff'}","{'rgba': [255, 179, 0, 255], 'hex': '#ffb300ff'}",Good luck!! :D,,179,2:59,1597517100416728,179001
CA$13.99,Nimipen,UCl7V6XAagHZola9hbgLdaoQ,,"{'rgba': [255, 202, 40, 255], 'hex': '#ffca28ff'}","{'rgba': [255, 179, 0, 255], 'hex': '#ffb300ff'}",Good luck!! :D,300,179,2:59,1597517100416728,179001
,Smersh gonzalez,UCpRl2uAzQlaoICSC3CNLPQA,,,,technodream❤,,179,2:59,1597517100420661,179005
,MellowZ,UCFEdj3e9iJZIm4KEfhoHtmw,,,,woooooo,,179,2:59,1597517100797459,179382
,Pooponaduck,UC_8vF2SnaA-m-AfhX_AbeZg,,,,LATE,,179,2:59,1597517101075621,179660
,человек name,UCoHJnXeCwLAPxkGr0Mm4iaA,,,,❤TECHNO SUPPORT❤,,179,2:59,1597517101321674,179906
,Trax,UC9fSPRfzmdb2uDfpoFydODQ,,,,LATE,,179,2:59,1597517101371012,179955
,Anupama Gupta,UCDZxPoOuiNDxeTnyNKtClMw,,,,dream is the beast,,180,3:00,1597517101909055,180493
,Wackrat,UC3wsgtQwjT-V36GiHuQmhtQ,,,,Hes technoblade,,180,3:00,1597517102248411,180908
,Djampu,UCEhmlrZZ3OFBTkhZy_QAx3Q,,,,late,,181,3:01,1597517102474455,181134
,Mururur the murrururrur,UC1S3jHZ4tOSJu0BN3AgMopQ,,,,ez first,,182,3:02,1597517103372353,182032
,Mind player,UCQglC_rx7uGMiQa7stl4auw,,,,late,,182,3:02,1597517103404011,182064
,sally hamburger,UCjiBv78UrvdC5BvM1opws_g,New member,,,Welcome to Pig Tier!,,182,3:02,1597517103563904,182224
,sally hamburger,UCjiBv78UrvdC5BvM1opws_g,New member,4279213400,,Welcome to Pig Tier!,300,182,3:02,1597517103563904,182224
,Agnese Harrypotter,UCJBC5i48gyLeLfmmv2rx_DA,,,,❤️TECHNOSUPPORT❤️,,182,3:02,1597517103713704,182374
,Koen Janaban,UC6pjYQ9kudAQ4wigVTbG95Q,,,,❤️TECHNOWASTAKEN💚,,182,3:02,1597517103858078,182518
,Xman34,UCgW25HnT62DunhORRot3GBw,,,,yeah tho,,182,3:02,1597517104001673,182662
,Degarty,UCn2kcPBwP6ZayObLIX5uzsg,,,,bad lol#,,182,3:02,1597517104009518,182669
,Microgrom 17,UCf_JGuyhtIeFORNzojPTUZQ,,,,why is the screen stuck in left corner ?,,182,3:02,1597517104116931,182777
,Ran The Potato ._.,UCn8N0hsuiHXqLZatxctSkUA,,,,hiiiiiiii,,182,3:02,1597517104171174,182807
,Mr0s0,UC7UTEemjm_zxNuqJtmw92uQ,,,,Latr,,182,3:02,1597517104344908,182981
,Russian Man,UCvKS3tjbrgbfWRpQvqMXwOw,,,,dream is better,,183,3:03,1597517104368395,183005
,PitifulNote 404 :D,UCiN2B4gEfyoO3lBxuDHoWTQ,,,,i ate a fruit,,183,3:03,1597517104449531,183086
,Fighterpilot360 Z,UC1yw2NMPzSUwYuHSpbGnCEg,,,,late,,183,3:03,1597517104620295,183257
,Slim Sapphire,UCPGw4uBs-tp1mMP1kdiXM7A,,,,The winning pov,,183,3:03,1597517104645683,183282
,Megan briana,UCjVpT_I4XMqVGVWMSUDu1ug,,,,HIIII OMGGG I WAS WATCHING TIK TOK WHAT DID I MISS????,,183,3:03,1597517104685433,183322
,Poshun,UCyGjRwNjB7YUEDDbxNkL4lQ,,,,Late,,183,3:03,1597517104699912,183336
,steve kale,UC2VsoY6O80JdBm3rlSIYUwg,,,,LATEE,,183,3:03,1597517104792186,183428
,Martin Simons,UC8lJo53nXVxlzVdtBfWZ8Ew,,,,MONEY,,183,3:03,1597517104872589,183509
,Sad Dog,UCRQr72VGpOijpzJE_LCx9Vw,,,,bread,,183,3:03,1597517104930189,183566
,Johann Flores,UCeJ8sxPEC-7UEdATfyMhquw,,,,Winners pov,,183,3:03,1597517105139806,183776
,julian Esselink,UC7Je7hivLavHmztHNOJR5Sw,,,,Technodream♥️,,183,3:03,1597517105204075,183840
,The Fake Gaisberg,UCXPH4JgNHV8ODmkRFJHX1BQ,,,,Technolate,,183,3:03,1597517105295994,183932
,Lazaro Rodriguez,UCfopWjrYX8MZ1wZEBfnoQAg,,,,late,,184,3:04,1597517105418978,184055
,im quall,UCRkY1LRvtEyd520Z6CqD4tA,,,,This is gonna be interesting,,184,3:04,1597517105489250,184125
,Mr_Dirt,UCPPoXehZNehCItwQmSr1iHw,,,,LATE,,184,3:04,1597517105496314,184133
,Jack Bauer,UCsqXNrkWGHSWlumuAL3D3Gw,,,,late,,184,3:04,1597517105682011,184318
,vKoqz,UCTLpiA0aeyebSbS6taH5ulw,,,,Lateeee,,184,3:04,1597517105938004,184574
,The Devilish Gamer,UCKQEbDwhOg-T83i6VK5rSsQ,,,,it's 12 :30 Am I hope u win the tournament .Goodnit,,184,3:04,1597517106214625,184879
,TheStrangeSith,UCpPjmlV47XPOHvjAm4EYAag,,,,Late,,184,3:04,1597517106308515,184973
,Slow ?;-;,UCtyrlIoeSMg2q8WGV37Aazg,,,,I'm the leader off piga ._.,,185,3:05,1597517106491682,185156
,Neneng Postic,UCYA39PbLBA4CQ5qYSvsOKJw,,,,late,,185,3:05,1597517106500746,185166
,Yarny,UCZ_oqQxQSBygCL1NVlLVs8g,,,,❤️💚DREAMBLADE SUPPORT💚❤️,,185,3:05,1597517106573778,185239
,Leplion,UCTbst8_edxqahTzoDHBQxDw,,,,I EAT BACON,,185,3:05,1597517106678186,185343
,Alpha Mike,UCcuTZfFuK37uSURWMeL9V5g,,,,Why small screen,,185,3:05,1597517106730976,185396
,Lance Schneider,UCWs4G-j4XMPEtvjOuR771jg,,,,Laaaate,,185,3:05,1597517106794593,185459
,Derp Gaming Studios,UCFNgVNQazZKA4a35GTvX4zA,,,,EARLY,,185,3:05,1597517106929428,185594
,MatKat Miauw,UCbLimTrO2SRyeXq5W_rX-4g,,,,screen in left corner,,185,3:05,1597517107097479,185762
,Frederick Ouyang,UCjwMpqR83sgyFtGNf5Mwhtg,,,,late,,185,3:05,1597517107273716,185938
,Findlay Kane,UCsYwPp_22m9eaBJigv6kDuQ,,,,where winner pov,,185,3:05,1597517107297114,185962
,Penguinboy,UCrL4gkkR6DxrHhMoIOIDr_Q,,,,dream's so irrelevant,,186,3:06,1597517107856737,186522
,Fyre,UCi_24QQcgxz3VfCB4P1Npmg,,,,Late,,186,3:06,1597517108139603,186804
,Cristian Zamora,UC3-sIB0R2Y0v--qB7MNg17g,,,,Late,,187,3:07,1597517108627956,187274
,Angelina The Owl,UCMwQ4qchO7k-HHTyuA0aBHQ,,,,LATE,,187,3:07,1597517109263455,187909
,Trax,UC9fSPRfzmdb2uDfpoFydODQ,,,,LATE,,188,3:08,1597517109504133,188150
,NoMicGamer88,UCOqUp6zcxk8dkHk4uApnS3g,,,,fix your screen,,188,3:08,1597517109518722,188164
,Shadow • Dreams,UCXtU5tAqvhwYNOcalu9AK5w,,,,why is the screen small in the top left?,,188,3:08,1597517110205648,188851
,marlene Johnson,UC3yYgbvTMmYtLet2k8RpuMA,,,,techno dream support 💚❤,,189,3:09,1597517110386182,189030
,xX1000FeetXx,UCGyyAUkxnALiRDsvPn0_0oQ,,,,you are going to win,,189,3:09,1597517110746014,189390
,HystericallyUgly,UCUV3WBCxNC9AuXFxrwhiU6Q,,,,Ur late,,189,3:09,1597517110758149,189402
,Ognjen Srebric,UCNbR8ALs_LSgFg2JwoJCKOw,,,,late,,189,3:09,1597517111136938,189781
,Nathan Strauch,UCusd5EZJoe4t65RHV1vcmjQ,,,,❤technosupport❤,,189,3:09,1597517111197649,189842
,henrique paes,UCeUNFi7FV9Kze5ysFwfTEqw,,,,Late,,189,3:09,1597517111230125,189874
,Trash boat,UCiNc0HLOCcoYMT8u37Bc2EQ,,,,TECHNOHYPE,,190,3:10,1597517111577010,190221
,Bruh,UCd1IG-olf3b5dfOUL4pqSgw,,,,late,,190,3:10,1597517111624243,190268
,Ultimate_JeremyGaming,UCcJC6KHMp08_8tZ31jubMmQ,,,,late,,190,3:10,1597517111638419,190282
,OofyPlayz,UCD8rRAijcJy2DJUiJgXJSlQ,,,,FIX UR SCREEEENENENENENENEENNENENE,,190,3:10,1597517111672325,190316
,yari pingu,UCqQK3rlLkO4jYeBqwosKokA,,,,WHY ARE WE SAYING LATE---_-----------------,,190,3:10,1597517111777525,190421
,MikeGames,UCp6JPmR1_YiGZzjpKCae-ew,,,,fix screen capture,,190,3:10,1597517111923492,190567
,Felix Ahlström,UCDlVT2HDHizy7WZ0n8umHDw,,,,late,,190,3:10,1597517112012306,190656
,XxDark_ _FoxX,UCT6vYXXW5JeVOWuTdvLNTSg,,,,FULL SCREEN,,190,3:10,1597517112050381,190694
,xrkii,UCrblERT0N_BJfR67dfh8TFg,,,,full screeeeen,,190,3:10,1597517112277800,190922
,scary so,UCWj131NQVMS3Ow90LuIHpBw,,,,screen,,190,3:10,1597517112279761,190924
,Emperor Storm,UCrb0tNt9AEKbScdz3uhIawg,,,,# a,,190,3:10,1597517112287770,190932
,seinquant,UC6kxuIy2ix2GNaxpGf64F7Q,,,,BLOOD FOR THE BLOOD GODS,,190,3:10,1597517112374059,190946
,Siripatsorn Jinrakthamma,UCmWz1yvjANrSQmf7F9ehW5w,,,,LATE,,191,3:11,1597517112478628,191051
